,geo,time,cell_phones_total
2224,cze,2004,10782567.0
2225,cze,2005,11775878.0
2226,cze,2006,12406199.0
2227,cze,2007,13228631.0
2228,cze,2008,13780165.0
2229,cze,2009,13062617.0
2230,cze,2010,12934100.0
2231,cze,2011,13167700.0
2232,cze,2012,13521900.0
2233,cze,2013,13719300.0
2234,cze,2014,13913100.0
2235,cze,2015,12454575.01
2236,cze,2016,12485045.0
2237,cze,2017,12636359.0
2238,cze,2018,12704262.0
2239,cze,2019,13205000.0
2240,deu,1960,0.0
2241,deu,1965,0.0
2242,deu,1970,0.0
2243,deu,1975,0.0
2244,deu,1976,0.0
2245,deu,1977,0.0
2246,deu,1978,0.0
2247,deu,1979,0.0
2248,deu,1980,0.0
2249,deu,1981,0.0
2250,deu,1982,0.0
2251,deu,1983,0.0
2252,deu,1984,0.0
2253,deu,1985,1080.0
2254,deu,1986,23800.0
2255,deu,1987,48747.0
2256,deu,1988,98763.0
2257,deu,1989,163619.0
2258,deu,1990,272609.0
2259,deu,1991,532251.0
2260,deu,1992,971890.0
2261,deu,1993,1774378.0
2262,deu,1994,2490500.0
2263,deu,1995,3725000.0
2264,deu,1996,5512000.0
2265,deu,1997,8276000.0
2266,deu,1998,13913000.0
2267,deu,1999,23446000.0
2268,deu,2000,48202000.0
2269,deu,2001,56126000.0
2270,deu,2002,59128000.0
2271,deu,2003,64800000.0
2272,deu,2004,71322000.0
2273,deu,2005,79271000.0
2274,deu,2006,85652000.0
2275,deu,2007,96232925.0
2276,deu,2008,105523065.0
2277,deu,2009,105000000.0
2278,deu,2010,88400000.0
2279,deu,2011,90900000.0
2280,deu,2012,92400000.0
2281,deu,2013,100034000.0
2282,deu,2014,99530000.0
2283,deu,2015,96360000.0
2284,deu,2016,103470000.0
2285,deu,2017,109700000.0
2286,deu,2018,107500000.0
2287,deu,2019,107200000.0
2288,dji,1960,0.0
2289,dji,1965,0.0
2290,dji,1970,0.0
2291,dji,1975,0.0
2292,dji,1976,0.0
2293,dji,1977,0.0
2294,dji,1978,0.0
2295,dji,1979,0.0
2296,dji,1980,0.0
2297,dji,1981,0.0
2298,dji,1982,0.0
2299,dji,1983,0.0
2300,dji,1984,0.0
2301,dji,1985,0.0
2302,dji,1986,0.0
2303,dji,1987,0.0
2304,dji,1988,0.0
2305,dji,1989,0.0
2306,dji,1990,0.0
2307,dji,1991,0.0
2308,dji,1992,0.0
2309,dji,1993,0.0
2310,dji,1994,0.0
2311,dji,1995,0.0
2312,dji,1996,110.0
2313,dji,1997,203.0
2314,dji,1998,220.0
2315,dji,1999,280.0
2316,dji,2000,230.0
2317,dji,2001,3000.0
2318,dji,2002,15000.0
2319,dji,2003,23000.0
2320,dji,2004,34482.0
2321,dji,2005,44053.0
2322,dji,2006,44817.0
2323,dji,2007,69539.0
2324,dji,2008,112848.0
2325,dji,2009,128776.0
2326,dji,2010,165613.0
2327,dji,2011,193049.0
2328,dji,2012,212468.0
2329,dji,2013,244123.0
2330,dji,2014,287049.0
2331,dji,2015,314350.0
2332,dji,2016,345246.0
2333,dji,2017,373052.0
2334,dji,2018,395037.0
2335,dma,1960,0.0
2336,dma,1965,0.0
2337,dma,1970,0.0
2338,dma,1975,0.0
2339,dma,1976,0.0
2340,dma,1977,0.0
2341,dma,1978,0.0
2342,dma,1979,0.0
2343,dma,1980,0.0
2344,dma,1981,0.0
2345,dma,1982,0.0
2346,dma,1983,0.0
2347,dma,1984,0.0
2348,dma,1985,0.0
2349,dma,1986,0.0
2350,dma,1987,0.0
2351,dma,1988,0.0
2352,dma,1989,0.0
2353,dma,1990,0.0
2354,dma,1991,0.0
2355,dma,1992,0.0
2356,dma,1993,0.0
2357,dma,1994,0.0
2358,dma,1995,0.0
2359,dma,1996,461.0
2360,dma,1997,556.0
2361,dma,1998,650.0
2362,dma,1999,800.0
2363,dma,2000,1200.0
2364,dma,2001,7710.0
2365,dma,2002,12173.0
2366,dma,2003,23786.0
2367,dma,2004,41838.0
2368,dma,2005,52000.0
2369,dma,2006,71500.0
2370,dma,2007,89000.0
2371,dma,2008,91000.0
2372,dma,2009,98500.0
2373,dma,2010,105567.0
2374,dma,2011,108924.0
2375,dma,2012,109300.0
2376,dma,2013,93575.0
2377,dma,2014,73886.0
2378,dma,2015,77254.0
2379,dma,2016,78444.0
2380,dma,2017,75230.0
2381,dma,2018,75771.0
2382,dnk,1960,0.0
2383,dnk,1965,0.0
2384,dnk,1970,0.0
2385,dnk,1975,0.0
2386,dnk,1976,0.0
2387,dnk,1977,0.0
2388,dnk,1978,0.0
2389,dnk,1979,0.0
2390,dnk,1980,0.0
2391,dnk,1981,0.0
2392,dnk,1982,7200.0
2393,dnk,1983,16100.0
2394,dnk,1984,30600.0
2395,dnk,1985,46100.0
2396,dnk,1986,57604.0
2397,dnk,1987,77432.0
2398,dnk,1988,101479.0
2399,dnk,1989,123792.0
2400,dnk,1990,148220.0
2401,dnk,1991,175943.0
2402,dnk,1992,211063.0
2403,dnk,1993,357589.0
2404,dnk,1994,503500.0
2405,dnk,1995,822264.0
2406,dnk,1996,1316592.0
2407,dnk,1997,1444016.0
2408,dnk,1998,1931101.0
2409,dnk,1999,2628585.0
2410,dnk,2000,3363552.0
2411,dnk,2001,3960165.0
2412,dnk,2002,4477752.0
2413,dnk,2003,4767100.0
2414,dnk,2004,5166912.0
2415,dnk,2005,5449206.0
2416,dnk,2006,5828157.0
2417,dnk,2007,6308000.0
2418,dnk,2008,6556988.0
2419,dnk,2009,6833683.0
2420,dnk,2010,6420790.0
2421,dnk,2011,7173185.0
2422,dnk,2012,7292756.0
2423,dnk,2013,7031152.0
2424,dnk,2014,7160233.0
2425,dnk,2015,7079249.0
2426,dnk,2016,6985035.0
2427,dnk,2017,7140859.0
2428,dnk,2018,7216215.0
2429,dnk,2019,7243465.0
2430,dom,1960,0.0
2431,dom,1965,0.0
2432,dom,1970,0.0
2433,dom,1975,0.0
2434,dom,1976,0.0
2435,dom,1977,0.0
2436,dom,1978,0.0
2437,dom,1979,0.0
2438,dom,1980,0.0
2439,dom,1981,0.0
2440,dom,1982,0.0
2441,dom,1983,0.0
2442,dom,1984,0.0
2443,dom,1985,0.0
2444,dom,1986,0.0
2445,dom,1990,3166.0
2446,dom,1991,5605.0
2447,dom,1992,7190.0
2448,dom,1993,10364.0
2449,dom,1994,20990.0
2450,dom,1995,55979.0
2451,dom,1996,82547.0
2452,dom,1997,141592.0
2453,dom,1998,209384.0
2454,dom,1999,424434.0
2455,dom,2000,705431.0
2456,dom,2001,1270082.0
2457,dom,2002,1700609.0
2458,dom,2003,2091914.0
2459,dom,2004,2534063.0
2460,dom,2005,3623289.0
2461,dom,2006,4605659.0
2462,dom,2007,5512859.0
2463,dom,2008,7210483.0
2464,dom,2009,8629815.0
2465,dom,2010,8892783.0
2466,dom,2011,8770780.0
2467,dom,2012,8934196.0
2468,dom,2013,9200410.0
2469,dom,2014,8303536.0
2470,dom,2015,8797247.0
2471,dom,2016,8708131.0
2472,dom,2017,8769127.0
2473,dom,2018,8937647.0
2474,dom,2019,8948107.0
2475,dza,1960,0.0
2476,dza,1965,0.0
2477,dza,1970,0.0
2478,dza,1975,0.0
2479,dza,1976,0.0
2480,dza,1977,0.0
2481,dza,1978,0.0
2482,dza,1979,0.0
2483,dza,1980,0.0
2484,dza,1981,0.0
2485,dza,1982,0.0
2486,dza,1983,0.0
2487,dza,1984,0.0
2488,dza,1985,0.0
2489,dza,1986,0.0
2490,dza,1987,0.0
2491,dza,1988,0.0
2492,dza,1989,0.0
2493,dza,1990,470.0
2494,dza,1991,4781.0
2495,dza,1992,4781.0
2496,dza,1993,4781.0
2497,dza,1994,1348.0
2498,dza,1995,4691.0
2499,dza,1996,11700.0
2500,dza,1997,17400.0
2501,dza,1998,18000.0
2502,dza,1999,72000.0
2503,dza,2000,86000.0
2504,dza,2001,100000.0
2505,dza,2002,450244.0
2506,dza,2003,1446927.0
2507,dza,2004,4882414.0
2508,dza,2005,13661355.0
2509,dza,2006,20997954.0
2510,dza,2007,27562721.0
2511,dza,2008,27031472.0
2512,dza,2009,32729824.0
2513,dza,2010,32780165.0
2514,dza,2011,35615926.0
2515,dza,2012,37527703.0
2516,dza,2013,39517045.0
2517,dza,2014,43298174.0
2518,dza,2015,43227643.0
2519,dza,2016,47041321.0
2520,dza,2017,45845665.0
2521,dza,2018,47154264.0
2522,dza,2019,47081131.0
2523,ecu,1960,0.0
2524,ecu,1965,0.0
2525,ecu,1970,0.0
2526,ecu,1975,0.0
2527,ecu,1976,0.0
2528,ecu,1977,0.0
2529,ecu,1978,0.0
2530,ecu,1979,0.0
2531,ecu,1980,0.0
2532,ecu,1981,0.0
2533,ecu,1982,0.0
2534,ecu,1983,0.0
2535,ecu,1984,0.0
2536,ecu,1985,0.0
2537,ecu,1986,0.0
2538,ecu,1987,0.0
2539,ecu,1988,0.0
2540,ecu,1989,0.0
2541,ecu,1990,0.0
2542,ecu,1991,0.0
2543,ecu,1992,0.0
2544,ecu,1993,0.0
2545,ecu,1994,18920.0
2546,ecu,1995,54380.0
2547,ecu,1996,59779.0
2548,ecu,1997,126505.0
2549,ecu,1998,242812.0
2550,ecu,1999,383185.0
2551,ecu,2000,482213.0
2552,ecu,2001,859152.0
2553,ecu,2002,1560861.0
2554,ecu,2003,2398161.0
2555,ecu,2004,3544174.0
2556,ecu,2005,6246332.0
2557,ecu,2006,8485050.0
2558,ecu,2007,9939977.0
2559,ecu,2008,11684479.0
2560,ecu,2009,13241758.0
2561,ecu,2010,14780730.0
2562,ecu,2011,15332715.0
2563,ecu,2012,16456740.0
2564,ecu,2013,16626199.0
2565,ecu,2014,16605737.0
2566,ecu,2015,12943791.0
2567,ecu,2016,13882280.0
2568,ecu,2017,14651404.0
2569,ecu,2018,15772838.0
2570,ecu,2019,15853100.0
2571,egy,1960,0.0
2572,egy,1965,0.0
2573,egy,1970,0.0
2574,egy,1975,0.0
2575,egy,1976,0.0
2576,egy,1977,0.0
2577,egy,1978,0.0
2578,egy,1979,0.0
2579,egy,1980,0.0
2580,egy,1981,0.0
2581,egy,1982,0.0
2582,egy,1983,0.0
2583,egy,1984,0.0
2584,egy,1985,0.0
2585,egy,1986,0.0
2586,egy,1987,2627.0
2587,egy,1988,3021.0
2588,egy,1989,3619.0
2589,egy,1990,4000.0
2590,egy,1991,4500.0
2591,egy,1992,4913.0
2592,egy,1993,6877.0
2593,egy,1994,7371.0
2594,egy,1995,7368.0
2595,egy,1996,7369.0
2596,egy,1997,65378.0
2597,egy,1998,90786.0
2598,egy,1999,480974.0
2599,egy,2000,1359900.0
2600,egy,2001,2793800.0
2601,egy,2002,4494700.0
2602,egy,2003,5797530.0
2603,egy,2004,7643060.0
2604,egy,2005,13629602.0
2605,egy,2006,18001106.0
2606,egy,2007,30093673.0
2607,egy,2008,41286662.0
2608,egy,2009,55352233.0
2609,egy,2010,70661005.0
2610,egy,2011,83425145.0
2611,egy,2012,96798801.0
2612,egy,2013,99704976.0
2613,egy,2014,95316034.0
2614,egy,2015,94016152.0
2615,egy,2016,97791441.0
2616,egy,2017,102958194.0
2617,egy,2018,93784497.0
2618,egy,2019,95340262.0
2619,eri,1960,0.0
2620,eri,1965,0.0
2621,eri,1970,0.0
2622,eri,1975,0.0
2623,eri,1976,0.0
2624,eri,1977,0.0
2625,eri,1978,0.0
2626,eri,1979,0.0
2627,eri,1980,0.0
2628,eri,1981,0.0
2629,eri,1982,0.0
2630,eri,1983,0.0
2631,eri,1984,0.0
2632,eri,1985,0.0
2633,eri,1986,0.0
2634,eri,1987,0.0
2635,eri,1988,0.0
2636,eri,1989,0.0
2637,eri,1990,0.0
2638,eri,1991,0.0
2639,eri,1992,0.0
2640,eri,1993,0.0
2641,eri,1994,0.0
2642,eri,1995,0.0
2643,eri,1996,0.0
2644,eri,1997,0.0
2645,eri,1998,0.0
2646,eri,1999,0.0
2647,eri,2000,0.0
2648,eri,2001,0.0
2649,eri,2002,0.0
2650,eri,2003,0.0
2651,eri,2004,20000.0
2652,eri,2005,40438.0
2653,eri,2006,61996.0
2654,eri,2007,84348.0
2655,eri,2008,108631.0
2656,eri,2009,141130.0
2657,eri,2010,185275.0
2658,eri,2011,241939.0
2659,eri,2012,305283.0
2660,eri,2013,354844.0
2661,eri,2014,417400.0
2662,eri,2015,475000.0
2663,eri,2016,506000.0
2664,eri,2017,695000.0
2665,esp,1960,0.0
2666,esp,1965,0.0
2667,esp,1970,0.0
2668,esp,1975,0.0
2669,esp,1976,0.0
2670,esp,1977,0.0
2671,esp,1978,0.0
2672,esp,1979,0.0
2673,esp,1980,0.0
2674,esp,1981,0.0
2675,esp,1982,0.0
2676,esp,1986,1700.0
2677,esp,1987,4200.0
2678,esp,1988,11628.0
2679,esp,1989,29783.0
2680,esp,1990,54700.0
2681,esp,1991,108451.0
2682,esp,1992,180296.0
2683,esp,1993,257261.0
2684,esp,1994,411930.0
2685,esp,1995,944955.0
2686,esp,1996,2997645.0
2687,esp,1997,4337696.0
2688,esp,1998,6437444.0
2689,esp,1999,15003708.0
2690,esp,2000,24265059.0
2691,esp,2001,29655729.0
2692,esp,2002,33530997.0
2693,esp,2003,37219839.0
2694,esp,2004,38622582.0
2695,esp,2005,42694115.0
2696,esp,2006,45695061.0
2697,esp,2007,48422470.0
2698,esp,2008,49623339.0
2699,esp,2009,51052693.0
2700,esp,2010,51389417.0
2701,esp,2011,52590507.0
2702,esp,2012,50665099.0
2703,esp,2013,50158689.0
2704,esp,2014,50806251.0
2705,esp,2015,51067770.0
2706,esp,2016,51521507.0
2707,esp,2017,52506928.0
2708,esp,2018,54161014.0
2709,esp,2019,55267594.0
2710,est,1960,0.0
2711,est,1965,0.0
2712,est,1970,0.0
2713,est,1975,0.0
2714,est,1976,0.0
2715,est,1977,0.0
2716,est,1978,0.0
2717,est,1979,0.0
2718,est,1980,0.0
2719,est,1981,0.0
2720,est,1982,0.0
2721,est,1983,0.0
2722,est,1984,0.0
2723,est,1985,0.0
2724,est,1986,0.0
2725,est,1987,0.0
2726,est,1988,0.0
2727,est,1989,0.0
2728,est,1990,0.0
2729,est,1991,570.0
2730,est,1992,2498.0
2731,est,1993,7224.0
2732,est,1994,13774.0
2733,est,1995,30452.0
2734,est,1996,69500.0
2735,est,1997,144200.0
2736,est,1998,247000.0
2737,est,1999,387000.0
2738,est,2000,557000.0
2739,est,2001,651200.0
2740,est,2002,881000.0
2741,est,2003,1050241.0
2742,est,2004,1255731.0
2743,est,2005,1445300.0
2744,est,2006,1658700.0
2745,est,2007,1681849.0
2746,est,2008,1624465.0
2747,est,2009,1570538.0
2748,est,2010,1652809.0
2749,est,2011,1806075.0
2750,est,2012,1999750.0
2751,est,2013,1927423.0
2752,est,2014,1897551.0
2753,est,2015,1903545.0
2754,est,2016,1897921.0
2755,est,2017,1904425.0
2756,est,2018,1924034.0
2757,est,2019,1951051.0
2758,eth,1960,0.0
2759,eth,1965,0.0
2760,eth,1970,0.0
2761,eth,1975,0.0
2762,eth,1976,0.0
2763,eth,1977,0.0
2764,eth,1978,0.0
2765,eth,1979,0.0
2766,eth,1980,0.0
2767,eth,1981,0.0
2768,eth,1982,0.0
2769,eth,1983,0.0
2770,eth,1984,0.0
2771,eth,1985,0.0
2772,eth,1986,0.0
2773,eth,1987,0.0
2774,eth,1988,0.0
2775,eth,1989,0.0
2776,eth,1990,0.0
2777,eth,1991,0.0
2778,eth,1992,0.0
2779,eth,1993,0.0
2780,eth,1994,0.0
2781,eth,1995,0.0
2782,eth,1996,0.0
2783,eth,1997,0.0
2784,eth,1998,0.0
2785,eth,1999,6740.0
2786,eth,2000,17757.0
2787,eth,2001,27500.0
2788,eth,2002,50369.0
2789,eth,2003,51324.0
2790,eth,2004,155534.0
2791,eth,2005,410630.0
2792,eth,2006,866700.0
2793,eth,2007,1208498.0
2794,eth,2008,1954527.0
2795,eth,2009,4051703.0
2796,eth,2010,6854000.0
2797,eth,2011,14126659.0
2798,eth,2012,20523889.0
2799,eth,2013,25646865.0
2800,eth,2014,30490000.0
2801,eth,2015,42311629.0
2802,eth,2016,51224000.0
2803,eth,2017,39600000.0
2804,fin,1960,0.0
2805,fin,1965,0.0
2806,fin,1970,0.0
2807,fin,1975,0.0
2808,fin,1976,0.0
2809,fin,1977,0.0
2810,fin,1978,0.0
2811,fin,1979,0.0
2812,fin,1980,23482.0
2813,fin,1981,28278.0
2814,fin,1982,33880.0
2815,fin,1983,42226.0
2816,fin,1984,52010.0
2817,fin,1985,67639.0
2818,fin,1986,85300.0
2819,fin,1987,105860.0
2820,fin,1988,138160.0
2821,fin,1989,190031.0
2822,fin,1990,257872.0
2823,fin,1991,319137.0
2824,fin,1992,386021.0
2825,fin,1993,489174.0
2826,fin,1994,675565.0
2827,fin,1995,1039126.0
2828,fin,1996,1502003.0
2829,fin,1997,2162574.0
2830,fin,1998,2845985.0
2831,fin,1999,3273433.0
2832,fin,2000,3728625.0
2833,fin,2001,4175587.0
2834,fin,2002,4516772.0
2835,fin,2003,4747126.0
2836,fin,2004,4988000.0
2837,fin,2005,5270000.0
2838,fin,2006,5670000.0
2839,fin,2007,6080000.0
2840,fin,2008,6830000.0
2841,fin,2009,7700000.0
2842,fin,2010,8390000.0
2843,fin,2011,8940000.0
2844,fin,2012,9320000.0
2845,fin,2013,7411200.0
2846,fin,2014,7602600.0
2847,fin,2015,7396200.0
2848,fin,2016,7220100.0
2849,fin,2017,7160000.0
2850,fin,2018,7150000.0
2851,fin,2019,7150000.0
2852,fji,1960,0.0
2853,fji,1965,0.0
2854,fji,1970,0.0
2855,fji,1975,0.0
2856,fji,1976,0.0
2857,fji,1977,0.0
2858,fji,1978,0.0
2859,fji,1979,0.0
2860,fji,1980,0.0
2861,fji,1981,0.0
2862,fji,1982,0.0
2863,fji,1983,0.0
2864,fji,1984,0.0
2865,fji,1985,0.0
2866,fji,1986,0.0
2867,fji,1987,0.0
2868,fji,1988,0.0
2869,fji,1989,0.0
2870,fji,1990,0.0
2871,fji,1991,0.0
2872,fji,1992,0.0
2873,fji,1993,0.0
2874,fji,1994,1100.0
2875,fji,1995,2200.0
2876,fji,1996,3700.0
2877,fji,1997,5200.0
2878,fji,1998,8000.0
2879,fji,1999,23380.0
2880,fji,2000,55057.0
2881,fji,2001,80933.0
2882,fji,2002,89900.0
2883,fji,2003,109882.0
2884,fji,2004,142190.0
2885,fji,2005,205000.0
2886,fji,2006,284661.0
2887,fji,2007,530048.0
2888,fji,2008,600000.0
2889,fji,2009,640000.0
2890,fji,2010,697920.0
2891,fji,2011,727000.0
2892,fji,2012,858809.0
2893,fji,2013,930406.0
2894,fji,2014,876176.0
2895,fji,2015,965950.0
2896,fji,2016,1044685.0
2897,fji,2017,1033915.0
2898,fra,1960,0.0
2899,fra,1965,0.0
2900,fra,1970,0.0
2901,fra,1975,0.0
2902,fra,1976,0.0
2903,fra,1977,0.0
2904,fra,1978,0.0
2905,fra,1979,0.0
2906,fra,1980,0.0
2907,fra,1981,0.0
2908,fra,1982,0.0
2909,fra,1983,0.0
2910,fra,1984,0.0
2911,fra,1985,0.0
2912,fra,1986,9055.0
2913,fra,1987,39234.0
2914,fra,1988,98332.0
2915,fra,1989,178400.0
2916,fra,1990,283200.0
2917,fra,1991,375000.0
2918,fra,1992,436700.0
2919,fra,1993,572000.0
2920,fra,1994,883000.0
2921,fra,1995,1302496.0
2922,fra,1996,2462700.0
2923,fra,1997,5817300.0
2924,fra,1998,11210100.0
2925,fra,1999,21433500.0
2926,fra,2000,29052360.0
2927,fra,2001,36997400.0
2928,fra,2002,38585300.0
2929,fra,2003,41702000.0
2930,fra,2004,44544000.0
2931,fra,2005,48088000.0
2932,fra,2006,51662000.0
2933,fra,2007,55358100.0
2934,fra,2008,57972000.0
2935,fra,2009,57918000.0
2936,fra,2010,57785000.0
2937,fra,2011,59816000.0
2938,fra,2012,62260000.0
2939,fra,2013,63324000.0
2940,fra,2014,65425000.0
2941,fra,2015,66681000.0
2942,fra,2016,67571000.0
2943,fra,2017,69018000.0
2944,fra,2018,70422000.0
2945,fra,2019,72043000.0
2946,fro,1960,0.0
2947,fro,1965,0.0
2948,fro,1970,0.0
2949,fro,1975,0.0
2950,fro,1976,0.0
2951,fro,1977,0.0
2952,fro,1978,0.0
2953,fro,1979,0.0
2954,fro,1980,0.0
2955,fro,1981,0.0
2956,fro,1982,0.0
2957,fro,1983,0.0
2958,fro,1984,0.0
2959,fro,1985,0.0
2960,fro,1986,0.0
2961,fro,1987,0.0
2962,fro,1988,0.0
2963,fro,1990,0.0
2964,fro,1991,1429.0
2965,fro,1992,1718.0
2966,fro,1993,1605.0
2967,fro,1994,1960.0
2968,fro,1995,2558.0
2969,fro,1996,3265.0
2970,fro,1997,4701.0
2971,fro,1998,6516.0
2972,fro,1999,10761.0
2973,fro,2000,16971.0
2974,fro,2001,24487.0
2975,fro,2002,34737.0
2976,fro,2003,38026.0
2977,fro,2004,41298.0
2978,fro,2005,42032.0
2979,fro,2006,49965.0
2980,fro,2007,52169.0
2981,fro,2008,54860.0
2982,fro,2009,56993.0
2983,fro,2010,59446.0
2984,fro,2011,58475.0
2985,fro,2012,58722.0
2986,fro,2013,57751.0
2987,fro,2014,58282.0
2988,fro,2015,53213.0
2989,fro,2016,54487.0
2990,fro,2017,56619.0
2991,fro,2018,56792.0
2992,fsm,1960,0.0
2993,fsm,1965,0.0
2994,fsm,1970,0.0
2995,fsm,1975,0.0
2996,fsm,1976,0.0
2997,fsm,1977,0.0
2998,fsm,1978,0.0
2999,fsm,1979,0.0
3000,fsm,1980,0.0
3001,fsm,1981,0.0
3002,fsm,1982,0.0
3003,fsm,1983,0.0
3004,fsm,1984,0.0
3005,fsm,1985,0.0
3006,fsm,1986,0.0
3007,fsm,1987,0.0
3008,fsm,1988,0.0
3009,fsm,1989,0.0
3010,fsm,1990,0.0
3011,fsm,1991,0.0
3012,fsm,1992,0.0
3013,fsm,1993,0.0
3014,fsm,1994,0.0
3015,fsm,1995,0.0
3016,fsm,1996,0.0
3017,fsm,1997,0.0
3018,fsm,1998,0.0
3019,fsm,1999,0.0
3020,fsm,2000,0.0
3021,fsm,2001,0.0
3022,fsm,2002,100.0
3023,fsm,2003,5869.0
3024,fsm,2004,12782.0
3025,fsm,2005,14094.0
3026,fsm,2006,18616.0
3027,fsm,2007,27436.0
3028,fsm,2008,27500.0
3029,fsm,2009,27500.0
3030,fsm,2010,27518.0
3031,fsm,2011,27600.0
3032,fsm,2012,31213.0
3033,fsm,2013,31393.0
3034,fsm,2015,22505.0
3035,fsm,2016,23412.0
3036,fsm,2017,23114.0
3037,gab,1960,0.0
3038,gab,1965,0.0
3039,gab,1970,0.0
3040,gab,1975,0.0
3041,gab,1976,0.0
3042,gab,1977,0.0
3043,gab,1978,0.0
3044,gab,1979,0.0
3045,gab,1980,0.0
3046,gab,1981,0.0
3047,gab,1982,0.0
3048,gab,1983,0.0
3049,gab,1984,0.0
3050,gab,1985,0.0
3051,gab,1986,0.0
3052,gab,1987,0.0
3053,gab,1988,0.0
3054,gab,1989,0.0
3055,gab,1990,0.0
3056,gab,1991,0.0
3057,gab,1992,280.0
3058,gab,1993,1200.0
3059,gab,1994,2581.0
3060,gab,1995,4000.0
3061,gab,1996,6800.0
3062,gab,1997,9500.0
3063,gab,1998,9694.0
3064,gab,1999,8891.0
3065,gab,2000,120000.0
3066,gab,2001,150000.0
3067,gab,2002,279289.0
3068,gab,2003,300000.0
3069,gab,2004,489367.0
3070,gab,2005,736690.0
3071,gab,2006,897987.0
3072,gab,2007,1169000.0
3073,gab,2008,1300000.0
3074,gab,2009,1450000.0
3075,gab,2010,1610000.0
3076,gab,2011,2370227.0
3077,gab,2012,2557728.0
3078,gab,2013,2745229.0
3079,gab,2014,2932731.0
3080,gab,2015,2821555.0
3081,gab,2016,2962486.0
3082,gab,2017,2663243.0
3083,gab,2018,2930554.0
3084,gbr,1960,0.0
3085,gbr,1965,0.0
3086,gbr,1970,0.0
3087,gbr,1975,0.0
3088,gbr,1976,0.0
3089,gbr,1977,0.0
3090,gbr,1978,0.0
3091,gbr,1979,0.0
3092,gbr,1980,0.0
3093,gbr,1981,0.0
3094,gbr,1982,0.0
3095,gbr,1983,0.0
3096,gbr,1984,0.0
3097,gbr,1985,50000.0
3098,gbr,1986,130000.0
3099,gbr,1987,290000.0
3100,gbr,1988,560000.0
3101,gbr,1989,975000.0
3102,gbr,1990,1114000.0
3103,gbr,1991,1260000.0
3104,gbr,1992,1507000.0
3105,gbr,1993,2268000.0
3106,gbr,1994,3940000.0
3107,gbr,1995,5735785.0
3108,gbr,1996,7248355.0
3109,gbr,1997,8841000.0
3110,gbr,1998,14878000.0
3111,gbr,1999,27185000.0
3112,gbr,2000,43452000.0
3113,gbr,2001,46283000.0
3114,gbr,2002,49228000.0
3115,gbr,2003,54256221.0
3116,gbr,2004,59687915.0
3117,gbr,2005,65471665.0
3118,gbr,2006,70077926.0
3119,gbr,2007,73836210.0
3120,gbr,2008,74940937.0
3121,gbr,2009,76481053.0
3122,gbr,2010,76729827.0
3123,gbr,2011,77162298.0
3124,gbr,2012,78329355.0
3125,gbr,2013,78673978.0
3126,gbr,2014,78460684.0
3127,gbr,2015,79250793.0
3128,gbr,2016,78931386.0
3129,gbr,2017,79098617.0
3130,gbr,2018,79472341.0
3131,geo,1960,0.0
3132,geo,1965,0.0
3133,geo,1970,0.0
3134,geo,1975,0.0
3135,geo,1976,0.0
3136,geo,1977,0.0
3137,geo,1978,0.0
3138,geo,1979,0.0
3139,geo,1980,0.0
3140,geo,1981,0.0
3141,geo,1982,0.0
3142,geo,1983,0.0
3143,geo,1984,0.0
3144,geo,1985,0.0
3145,geo,1986,0.0
3146,geo,1987,0.0
3147,geo,1988,0.0
3148,geo,1989,0.0
3149,geo,1990,0.0
3150,geo,1991,0.0
3151,geo,1992,0.0
3152,geo,1993,0.0
3153,geo,1994,0.0
3154,geo,1995,150.0
3155,geo,1996,2300.0
3156,geo,1997,30000.0
3157,geo,1998,60000.0
3158,geo,1999,133243.0
3159,geo,2000,194741.0
3160,geo,2001,301327.0
3161,geo,2002,503619.0
3162,geo,2003,711224.0
3163,geo,2004,840645.0
3164,geo,2005,1174308.0
3165,geo,2006,1703888.0
3166,geo,2007,2599714.0
3167,geo,2008,2755087.0
3168,geo,2009,2837000.0
3169,geo,2010,3978242.0
3170,geo,2011,4430344.0
3171,geo,2012,4698582.0
3172,geo,2013,4993119.0
3173,geo,2014,5400766.0
3174,geo,2015,5550730.0
3175,geo,2016,5531875.0
3176,geo,2017,5502395.0
3177,geo,2018,5459239.0
3178,geo,2019,5384462.0
3179,gha,1960,0.0
3180,gha,1965,0.0
3181,gha,1970,0.0
3182,gha,1975,0.0
3183,gha,1976,0.0
3184,gha,1977,0.0
3185,gha,1978,0.0
3186,gha,1979,0.0
3187,gha,1980,0.0
3188,gha,1981,0.0
3189,gha,1982,0.0
3190,gha,1983,0.0
3191,gha,1984,0.0
3192,gha,1985,0.0
3193,gha,1986,0.0
3194,gha,1987,0.0
3195,gha,1988,0.0
3196,gha,1989,0.0
3197,gha,1990,0.0
3198,gha,1991,0.0
3199,gha,1992,400.0
3200,gha,1993,1742.0
3201,gha,1994,3336.0
3202,gha,1995,6200.0
3203,gha,1996,12766.0
3204,gha,1997,21866.0
3205,gha,1998,41753.0
3206,gha,1999,70026.0
3207,gha,2000,130045.0
3208,gha,2001,243797.0
3209,gha,2002,386775.0
3210,gha,2003,795529.0
3211,gha,2004,1695000.0
3212,gha,2005,2874560.0
3213,gha,2006,5207242.0
3214,gha,2007,7604053.0
3215,gha,2008,11570430.0
3216,gha,2009,15108916.0
3217,gha,2010,17436949.0
3218,gha,2011,21165843.0
3219,gha,2012,25618427.0
