,word,doc0,doc1,doc2
150,anticipations,0.0,0.0,0.008914573305363426
151,antique,0.0,0.010578129058010038,0.0
152,anxiety,0.0,0.021156258116020076,0.0
153,apart,0.0,0.0,0.01782914661072685
154,apartment,0.0,0.008044939804687295,0.013559525551792137
155,apartments,0.0,0.010578129058010038,0.0
156,apathy,0.0,0.010578129058010038,0.0
157,apparent,0.0,0.0,0.008914573305363426
158,apparently,0.0,0.010578129058010038,0.0
159,apparition,0.0,0.021156258116020076,0.0
160,appear,0.0,0.008044939804687295,0.027119051103584275
161,appearance,0.0,0.0,0.06240201313754398
162,appearances,0.0,0.008044939804687295,0.006779762775896069
163,appeared,0.0,0.07240445824218565,0.10169644163844103
164,appertaining,0.0,0.021156258116020076,0.0
165,appetite,0.0,0.0,0.008914573305363426
166,application,0.0,0.03217975921874918,0.006779762775896069
167,applied,0.0,0.008044939804687295,0.013559525551792137
168,apply,0.0,0.024134819414061884,0.013559525551792137
169,apprehension,0.0,0.010578129058010038,0.0
170,apprehensions,0.0,0.010578129058010038,0.0
171,appropriated,0.0,0.0,0.008914573305363426
172,approve,0.0,0.010578129058010038,0.0
173,arab,0.0,0.0,0.008914573305363426
174,arabian,0.0,0.008044939804687295,0.07457739053485676
175,arbiters,0.0,0.0,0.008914573305363426
176,ardent,0.0,0.024134819414061884,0.006779762775896069
177,ardently,0.0,0.008044939804687295,0.020339288327688207
178,ardour,0.0,0.04826963882812377,0.006779762775896069
179,arduous,0.0,0.010578129058010038,0.0
180,argument,0.0,0.010578129058010038,0.0
181,arguments,0.0,0.010578129058010038,0.0
182,arise,0.0,0.03173438717403012,0.0
183,arm,0.0,0.0,0.008914573305363426
184,arms,0.0,0.010578129058010038,0.0
185,arose,0.0,0.0,0.008914573305363426
186,arrange,0.0,0.010578129058010038,0.0
187,arranged,0.0,0.0,0.026743719916090276
188,arranging,0.0,0.008044939804687295,0.013559525551792137
189,arrival,0.009461453083831381,0.0,0.013559525551792137
190,arrive,0.0,0.024134819414061884,0.006779762775896069
191,arrived,0.007347662351015359,0.012495226852649297,0.026325453001715016
192,arrives,0.0,0.010578129058010038,0.0
193,art,0.0,0.0,0.008914573305363426
194,arthur,0.0,0.010578129058010038,0.0
195,articulate,0.0,0.0,0.01782914661072685
196,artist,0.0,0.010578129058010038,0.0
197,arts,0.0,0.0,0.008914573305363426
198,ascend,0.0,0.010578129058010038,0.0
199,ascertaining,0.012440673793328114,0.0,0.0
200,ascribed,0.0,0.010578129058010038,0.0
201,ashamed,0.0,0.010578129058010038,0.0
202,asia,0.0,0.0,0.008914573305363426
203,asiatics,0.0,0.0,0.008914573305363426
204,aside,0.0,0.021156258116020076,0.0
205,ask,0.03732202137998434,0.0,0.0
206,asked,0.022042987053046074,0.018742840278973945,0.005265090600343003
207,asleep,0.0,0.0,0.008914573305363426
208,aspect,0.0,0.008044939804687295,0.006779762775896069
209,aspirations,0.0,0.010578129058010038,0.0
210,aspire,0.0,0.0,0.008914573305363426
211,aspires,0.0,0.010578129058010038,0.0
212,ass,0.0,0.0,0.01782914661072685
213,assemblies,0.012440673793328114,0.0,0.0
214,assembly,0.04976269517331246,0.0,0.0
215,asserted,0.0,0.010578129058010038,0.0
216,assist,0.0,0.0,0.008914573305363426
217,assistance,0.009461453083831381,0.008044939804687295,0.0
218,assisted,0.0,0.008044939804687295,0.006779762775896069
219,associate,0.0,0.010578129058010038,0.0
220,assuage,0.0,0.0,0.008914573305363426
221,assumed,0.0,0.008044939804687295,0.006779762775896069
222,assure,0.03732202137998434,0.0,0.0
223,assured,0.0,0.010578129058010038,0.0
224,assuring,0.012440673793328114,0.0,0.0
225,astonished,0.0,0.0,0.01782914661072685
226,astonishing,0.0,0.03173438717403012,0.0
227,astonishment,0.007347662351015359,0.012495226852649297,0.005265090600343003
228,asylum,0.0,0.0,0.01782914661072685
229,ate,0.0,0.0,0.01782914661072685
230,attach,0.0,0.010578129058010038,0.0
231,attached,0.0,0.010578129058010038,0.0
232,attachment,0.0,0.021156258116020076,0.0
233,attacked,0.009461453083831381,0.0,0.006779762775896069
234,attained,0.0,0.010578129058010038,0.0
235,attainment,0.0,0.010578129058010038,0.0
236,attempt,0.0,0.008044939804687295,0.020339288327688207
237,attempted,0.0,0.0,0.008914573305363426
238,attempts,0.0,0.01608987960937459,0.006779762775896069
239,attend,0.0,0.010578129058010038,0.0
240,attendant,0.0,0.008044939804687295,0.013559525551792137
241,attendants,0.0,0.010578129058010038,0.0
242,attended,0.0,0.04022469902343647,0.006779762775896069
243,attending,0.0,0.03173438717403012,0.0
244,attention,0.007347662351015359,0.03748568055794789,0.010530181200686006
245,attentions,0.0,0.021156258116020076,0.0
246,attitude,0.0,0.0,0.01782914661072685
247,attract,0.0,0.010578129058010038,0.0
248,attracted,0.0,0.03173438717403012,0.0
249,attractions,0.0,0.010578129058010038,0.0
250,attractive,0.0,0.010578129058010038,0.0
251,attributed,0.0,0.010578129058010038,0.0
252,audibly,0.0,0.0,0.008914573305363426
253,aught,0.0,0.008044939804687295,0.006779762775896069
254,austria,0.0,0.010578129058010038,0.0
255,author,0.0,0.010578129058010038,0.0
256,authors,0.0,0.024134819414061884,0.006779762775896069
257,averred,0.0,0.010578129058010038,0.0
258,averse,0.0,0.0,0.008914573305363426
259,avert,0.0,0.010578129058010038,0.0
260,avidity,0.0,0.010578129058010038,0.0
261,avoid,0.0,0.008044939804687295,0.006779762775896069
262,avowed,0.0,0.010578129058010038,0.0
263,away,0.0,0.056314578632811065,0.027119051103584275
264,awoke,0.0,0.008044939804687295,0.020339288327688207
265,aye,0.012440673793328114,0.0,0.0
266,babes,0.0,0.010578129058010038,0.0
267,baffled,0.0,0.008044939804687295,0.006779762775896069
268,ball,0.0870847165532968,0.0,0.0
269,balmy,0.0,0.0,0.008914573305363426
270,banish,0.0,0.010578129058010038,0.0
271,banished,0.0,0.021156258116020076,0.0
272,banks,0.0,0.0,0.008914573305363426
273,barbarity,0.0,0.0,0.008914573305363426
274,barbarous,0.0,0.0,0.01782914661072685
275,bare,0.0,0.0,0.026743719916090276
276,barefaced,0.012440673793328114,0.0,0.0
277,base,0.0,0.0,0.01782914661072685
278,baths,0.0,0.010578129058010038,0.0
279,beaming,0.0,0.0,0.008914573305363426
280,bear,0.0,0.008044939804687295,0.006779762775896069
281,bearing,0.0,0.008044939804687295,0.013559525551792137
282,beaufort,0.0,0.06346877434806024,0.0
283,beautiful,0.014695324702030717,0.018742840278973945,0.02106036240137201
284,beauty,0.029390649404061435,0.006247613426324648,0.03159054360205802
285,bed,0.0,0.010578129058010038,0.0
286,befall,0.0,0.0,0.008914573305363426
287,befitting,0.0,0.021156258116020076,0.0
288,began,0.022042987053046074,0.024990453705298593,0.03159054360205802
289,beggar,0.0,0.021156258116020076,0.0
290,beggars,0.0,0.0,0.008914573305363426
291,begin,0.0,0.021156258116020076,0.0
292,beginning,0.0,0.010578129058010038,0.0
293,behaviour,0.009461453083831381,0.008044939804687295,0.0
294,beheld,0.007347662351015359,0.03123806713162324,0.03159054360205802
295,behold,0.0,0.010578129058010038,0.0
296,beings,0.0,0.01608987960937459,0.020339288327688207
297,believe,0.009461453083831381,0.0,0.03389881387948034
298,believed,0.0,0.024134819414061884,0.006779762775896069
299,believes,0.0,0.010578129058010038,0.0
300,belonged,0.0,0.0,0.008914573305363426
301,beloved,0.0,0.024134819414061884,0.013559525551792137
302,belrive,0.0,0.021156258116020076,0.0
303,beneath,0.0,0.0,0.008914573305363426
304,benefactors,0.0,0.010578129058010038,0.0
305,beneficence,0.0,0.010578129058010038,0.0
306,benevolence,0.0,0.008044939804687295,0.006779762775896069
307,benevolent,0.0,0.024134819414061884,0.013559525551792137
308,benignity,0.0,0.010578129058010038,0.0
309,bennet,0.3358981924198591,0.0,0.0
310,bent,0.0,0.008044939804687295,0.006779762775896069
311,berries,0.0,0.0,0.04457286652681713
312,best,0.007347662351015359,0.006247613426324648,0.005265090600343003
313,bestow,0.0,0.05289064529005019,0.0
314,bestowed,0.0,0.01608987960937459,0.020339288327688207
315,bestowing,0.0,0.021156258116020076,0.0
316,betook,0.0,0.010578129058010038,0.0
317,betray,0.0,0.0,0.008914573305363426
318,better,0.029390649404061435,0.012495226852649297,0.005265090600343003
319,bind,0.0,0.0,0.008914573305363426
320,bingley,0.3358981924198591,0.0,0.0
321,birds,0.0,0.0,0.026743719916090276
322,birth,0.0,0.03217975921874918,0.006779762775896069
323,bit,0.012440673793328114,0.0,0.0
324,bitter,0.0,0.0,0.008914573305363426
325,bitterest,0.0,0.0,0.008914573305363426
326,bitterly,0.0,0.021156258116020076,0.0
327,bitterness,0.009461453083831381,0.008044939804687295,0.0
328,black,0.007347662351015359,0.006247613426324648,0.02106036240137201
329,blackbird,0.0,0.0,0.008914573305363426
330,blame,0.0,0.010578129058010038,0.0
331,blasted,0.0,0.010578129058010038,0.0
332,bleak,0.0,0.0,0.01782914661072685
333,bless,0.0,0.03173438717403012,0.0
334,blessed,0.0,0.0,0.008914573305363426
335,blessing,0.0,0.010578129058010038,0.0
336,blind,0.0,0.0,0.04457286652681713
337,blindness,0.0,0.010578129058010038,0.0
338,blood,0.0,0.01608987960937459,0.006779762775896069
339,bloodshed,0.0,0.0,0.008914573305363426
340,bloom,0.0,0.0,0.008914573305363426
341,bloomed,0.0,0.010578129058010038,0.0
342,blooming,0.0,0.010578129058010038,0.0
343,blossom,0.0,0.010578129058010038,0.0
344,blot,0.0,0.0,0.01782914661072685
345,blotted,0.0,0.0,0.008914573305363426
346,blow,0.0,0.010578129058010038,0.0
347,blows,0.0,0.0,0.008914573305363426
348,blue,0.007347662351015359,0.006247613426324648,0.005265090600343003
349,boarder,0.0,0.0,0.008914573305363426
350,boast,0.0,0.0,0.008914573305363426
351,bodies,0.0,0.008044939804687295,0.006779762775896069
352,body,0.0,0.03173438717403012,0.0
353,bold,0.0,0.010578129058010038,0.0
354,bondage,0.0,0.0,0.008914573305363426
355,bonds,0.0,0.01608987960937459,0.006779762775896069
356,bones,0.0,0.010578129058010038,0.0
357,book,0.007347662351015359,0.006247613426324648,0.010530181200686006
358,books,0.009461453083831381,0.04826963882812377,0.0
359,bore,0.0,0.008044939804687295,0.013559525551792137
360,born,0.0,0.01608987960937459,0.006779762775896069
361,bought,0.0,0.0,0.008914573305363426
362,boulanger,0.012440673793328114,0.0,0.0
363,bound,0.0,0.008044939804687295,0.006779762775896069
364,boundaries,0.0,0.0,0.008914573305363426
365,bounding,0.0,0.010578129058010038,0.0
366,boundless,0.0,0.010578129058010038,0.0
367,bounds,0.0,0.010578129058010038,0.0
368,boy,0.0,0.021156258116020076,0.0
369,braided,0.0,0.0,0.008914573305363426
370,brain,0.0,0.010578129058010038,0.0
371,brambles,0.0,0.010578129058010038,0.0
372,branch,0.009461453083831381,0.024134819414061884,0.0
373,branches,0.0,0.03217975921874918,0.03389881387948034
374,bread,0.0,0.0,0.026743719916090276
375,break,0.0,0.010578129058010038,0.0
376,breakfast,0.0,0.0,0.0356582932214537
377,breathe,0.0,0.010578129058010038,0.0
378,breathless,0.0,0.010578129058010038,0.0
379,bred,0.0,0.0,0.008914573305363426
380,breeze,0.0,0.0,0.008914573305363426
381,bright,0.0,0.008044939804687295,0.013559525551792137
382,brightest,0.0,0.010578129058010038,0.0
383,brightly,0.0,0.0,0.008914573305363426
384,brightness,0.0,0.010578129058010038,0.0
385,brilliant,0.0,0.010578129058010038,0.0
386,bring,0.009461453083831381,0.008044939804687295,0.0
387,bringing,0.0,0.010578129058010038,0.0
388,brink,0.0,0.021156258116020076,0.0
389,broke,0.0,0.008044939804687295,0.006779762775896069
390,broken,0.0,0.0,0.008914573305363426
391,brook,0.0,0.0,0.01782914661072685
392,brother,0.009461453083831381,0.0,0.020339288327688207
393,brothers,0.0,0.010578129058010038,0.0
394,brought,0.007347662351015359,0.018742840278973945,0.02106036240137201
395,brow,0.0,0.010578129058010038,0.0
396,bruised,0.0,0.0,0.008914573305363426
397,bud,0.0,0.0,0.008914573305363426
398,building,0.0,0.0,0.008914573305363426
399,built,0.0,0.008044939804687295,0.006779762775896069
400,burden,0.0,0.0,0.01782914661072685
401,burdened,0.0,0.010578129058010038,0.0
402,buried,0.0,0.010578129058010038,0.0
403,burn,0.0,0.0,0.008914573305363426
404,burst,0.0,0.010578129058010038,0.0
405,busied,0.0,0.008044939804687295,0.013559525551792137
406,busily,0.0,0.0,0.008914573305363426
407,business,0.018922906167662762,0.008044939804687295,0.0
408,busy,0.0,0.010578129058010038,0.0
409,cadence,0.0,0.0,0.008914573305363426
410,called,0.007347662351015359,0.006247613426324648,0.026325453001715016
411,calm,0.0,0.021156258116020076,0.0
412,calmer,0.0,0.010578129058010038,0.0
413,calmly,0.0,0.010578129058010038,0.0
414,came,0.014695324702030717,0.018742840278973945,0.03685563420240102
415,campagne,0.0,0.010578129058010038,0.0
416,canopied,0.0,0.0,0.008914573305363426
417,capable,0.0,0.01608987960937459,0.013559525551792137
418,capacity,0.0,0.021156258116020076,0.0
419,caprice,0.009461453083831381,0.008044939804687295,0.0
420,caprices,0.0,0.010578129058010038,0.0
421,captive,0.0,0.0,0.008914573305363426
422,care,0.007347662351015359,0.024990453705298593,0.01579527180102901
423,carefully,0.0,0.0,0.008914573305363426
424,carelessly,0.0,0.021156258116020076,0.0
425,carelessness,0.0,0.010578129058010038,0.0
426,cares,0.0,0.0,0.008914573305363426
427,caresses,0.0,0.008044939804687295,0.006779762775896069
428,caroline,0.0,0.021156258116020076,0.0
429,carpeted,0.0,0.0,0.008914573305363426
430,carriage,0.0,0.010578129058010038,0.0
431,carried,0.0,0.0,0.008914573305363426
432,cases,0.012440673793328114,0.0,0.0
433,cast,0.0,0.0,0.01782914661072685
434,catastrophe,0.0,0.010578129058010038,0.0
435,catching,0.012440673793328114,0.0,0.0
436,catherine,0.012440673793328114,0.0,0.0
437,caught,0.0,0.010578129058010038,0.0
438,causation,0.0,0.010578129058010038,0.0
439,cause,0.0,0.024134819414061884,0.047458339431272485
440,caused,0.0,0.010578129058010038,0.0
441,causes,0.0,0.024134819414061884,0.006779762775896069
442,caves,0.0,0.0,0.008914573305363426
443,ceased,0.0,0.0,0.008914573305363426
444,ceasing,0.0,0.010578129058010038,0.0
445,celestial,0.0,0.021156258116020076,0.0
446,cell,0.0,0.010578129058010038,0.0
447,cenis,0.0,0.0,0.008914573305363426
448,century,0.0,0.010578129058010038,0.0
449,certain,0.009461453083831381,0.008044939804687295,0.0
450,certainly,0.037845812335325524,0.024134819414061884,0.0
451,certainty,0.0,0.010578129058010038,0.0
452,chained,0.0,0.010578129058010038,0.0
453,chains,0.0,0.0,0.008914573305363426
454,chaise,0.009461453083831381,0.008044939804687295,0.0
455,chamber,0.0,0.021156258116020076,0.0
456,chamois,0.0,0.010578129058010038,0.0
457,chance,0.009461453083831381,0.008044939804687295,0.0
458,chanced,0.0,0.010578129058010038,0.0
459,change,0.0,0.024134819414061884,0.006779762775896069
460,changed,0.0,0.04231251623204015,0.0
461,changes,0.0,0.008044939804687295,0.006779762775896069
462,chapter,0.014695324702030717,0.018742840278973945,0.01579527180102901
463,character,0.018922906167662762,0.008044939804687295,0.0
464,characters,0.0,0.021156258116020076,0.0
465,charge,0.0,0.01608987960937459,0.006779762775896069
466,charity,0.0,0.010578129058010038,0.0
467,charming,0.009461453083831381,0.0,0.006779762775896069
468,charms,0.0,0.010578129058010038,0.0
469,charnel,0.0,0.021156258116020076,0.0
470,checked,0.0,0.010578129058010038,0.0
471,cheek,0.0,0.01608987960937459,0.013559525551792137
472,cheerful,0.0,0.0,0.05348743983218055
473,cheerfully,0.0,0.010578129058010038,0.0
474,cheese,0.0,0.0,0.026743719916090276
475,chemical,0.0,0.010578129058010038,0.0
476,chemist,0.0,0.010578129058010038,0.0
477,chemistry,0.0,0.05289064529005019,0.0
478,chemists,0.0,0.010578129058010038,0.0
479,cherish,0.0,0.010578129058010038,0.0
480,cherub,0.0,0.010578129058010038,0.0
481,chiefly,0.0,0.01608987960937459,0.006779762775896069
482,child,0.0,0.09653927765624754,0.006779762775896069
483,childhood,0.0,0.021156258116020076,0.0
484,childish,0.0,0.03173438717403012,0.0
485,children,0.007347662351015359,0.018742840278973945,0.02106036240137201
486,chill,0.0,0.0,0.008914573305363426
487,chilled,0.0,0.0,0.008914573305363426
488,chimera,0.0,0.010578129058010038,0.0
489,chimeras,0.0,0.010578129058010038,0.0
490,chimerical,0.0,0.010578129058010038,0.0
491,chimney,0.0,0.0,0.008914573305363426
492,chink,0.0,0.0,0.01782914661072685
493,chinks,0.0,0.0,0.008914573305363426
494,chivalrous,0.0,0.010578129058010038,0.0
495,chivalry,0.0,0.008044939804687295,0.006779762775896069
496,choose,0.009461453083831381,0.0,0.006779762775896069
497,chooses,0.012440673793328114,0.0,0.0
498,chord,0.0,0.021156258116020076,0.0
499,chosen,0.0,0.0,0.01782914661072685
500,christian,0.0,0.0,0.026743719916090276
501,christianity,0.0,0.0,0.008914573305363426
502,churchyard,0.0,0.010578129058010038,0.0
503,circulates,0.0,0.010578129058010038,0.0
504,circulation,0.012440673793328114,0.0,0.0
505,circumspection,0.012440673793328114,0.0,0.0
506,circumstance,0.0,0.010578129058010038,0.0
507,circumstances,0.0,0.04022469902343647,0.006779762775896069
508,citadel,0.0,0.010578129058010038,0.0
509,city,0.0,0.008044939804687295,0.013559525551792137
510,claim,0.0,0.010578129058010038,0.0
511,claimed,0.0,0.0,0.008914573305363426
512,classifications,0.0,0.010578129058010038,0.0
513,clay,0.0,0.010578129058010038,0.0
514,clean,0.0,0.0,0.01782914661072685
515,clear,0.0,0.01608987960937459,0.020339288327688207
516,cleared,0.0,0.0,0.01782914661072685
517,clerval,0.0,0.07404690340607027,0.0
518,climate,0.0,0.010578129058010038,0.0
519,clings,0.0,0.0,0.008914573305363426
520,cloak,0.0,0.0,0.026743719916090276
521,close,0.0,0.008044939804687295,0.006779762775896069
522,closed,0.009461453083831381,0.008044939804687295,0.0
523,closely,0.0,0.021156258116020076,0.0
524,closer,0.0,0.010578129058010038,0.0
525,closest,0.0,0.010578129058010038,0.0
526,clothed,0.0,0.010578129058010038,0.0
527,clothes,0.0,0.0,0.01782914661072685
528,clothing,0.0,0.010578129058010038,0.0
529,cloudless,0.0,0.008044939804687295,0.006779762775896069
530,clue,0.0,0.0,0.008914573305363426
531,clung,0.0,0.010578129058010038,0.0
532,coarse,0.0,0.0,0.026743719916090276
533,coarser,0.0,0.0,0.008914573305363426
534,coat,0.012440673793328114,0.0,0.0
535,code,0.0,0.010578129058010038,0.0
536,coffin,0.0,0.010578129058010038,0.0
537,cold,0.0,0.0,0.06240201313754398
538,coldly,0.012440673793328114,0.0,0.0
539,colleague,0.0,0.010578129058010038,0.0
540,collected,0.0,0.008044939804687295,0.013559525551792137
541,collecting,0.0,0.008044939804687295,0.013559525551792137
542,combined,0.0,0.010578129058010038,0.0
543,come,0.047307265419156905,0.008044939804687295,0.0
544,comes,0.02488134758665623,0.0,0.0
545,comfort,0.0,0.0,0.008914573305363426
546,comforted,0.012440673793328114,0.0,0.0
547,comforter,0.0,0.010578129058010038,0.0
548,command,0.0,0.01608987960937459,0.006779762775896069
549,commanded,0.0,0.0,0.008914573305363426
550,commence,0.0,0.010578129058010038,0.0
551,commenced,0.0,0.021156258116020076,0.0
552,commences,0.0,0.010578129058010038,0.0
553,commerce,0.0,0.010578129058010038,0.0
554,committed,0.0,0.010578129058010038,0.0
555,common,0.0,0.0,0.008914573305363426
556,communicated,0.0,0.01608987960937459,0.006779762775896069
557,communicating,0.0,0.0,0.008914573305363426
558,como,0.0,0.010578129058010038,0.0
559,companion,0.0,0.01608987960937459,0.03389881387948034
560,companions,0.0,0.008044939804687295,0.006779762775896069
561,companionship,0.0,0.010578129058010038,0.0
562,company,0.007347662351015359,0.006247613426324648,0.005265090600343003
563,compared,0.009461453083831381,0.0,0.006779762775896069
564,compassion,0.03732202137998434,0.0,0.0
565,complete,0.0,0.010578129058010038,0.0
566,completed,0.0,0.010578129058010038,0.0
567,completely,0.0,0.010578129058010038,0.0
568,completion,0.0,0.010578129058010038,0.0
569,complex,0.0,0.010578129058010038,0.0
570,complexion,0.0,0.0,0.008914573305363426
571,complexions,0.0,0.0,0.008914573305363426
572,complexity,0.0,0.010578129058010038,0.0
573,complied,0.0,0.010578129058010038,0.0
574,composed,0.0,0.008044939804687295,0.006779762775896069
575,comprehend,0.0,0.0,0.0356582932214537
576,comprehended,0.0,0.0,0.008914573305363426
577,comprehensive,0.0,0.010578129058010038,0.0
578,conceal,0.0,0.010578129058010038,0.0
