ID,gender,age,group,time
1,M,30,M30-34,2.371944445
2,M,26,M25-29,2.450555555
3,M,32,M30-34,2.457777778
4,M,35,M35-39,2.655833333
5,M,26,M25-29,2.736111112
6,M,21,M18-24,2.829444445
7,M,42,M40-44,2.764444445
8,M,28,M25-29,2.806666667
9,M,41,M40-44,2.858055555
10,M,37,M35-39,2.8675
11,M,33,M30-34,2.889444445
12,M,41,M40-44,2.891944445
13,M,35,M35-39,2.894444445
14,M,25,M25-29,2.896666667
15,M,32,M30-34,2.899722222
16,M,27,M25-29,2.902777778
17,F,37,F35-39,2.905277778
18,M,38,M35-39,2.91
19,M,26,M25-29,3.438611112
20,M,42,M40-44,2.936388888
21,M,37,M35-39,2.938611112
22,M,51,M50-54,2.953611112
23,M,42,M40-44,2.963611112
24,M,31,M30-34,2.960833333
25,M,31,M30-34,2.9675
26,M,37,M35-39,2.974166667
27,M,18,M18-24,3.242222222
28,F,22,F18-24,2.985277778
29,M,39,M35-39,2.991388888
30,M,41,M40-44,2.993333333
31,M,22,M18-24,2.996944445
32,M,29,M25-29,3.033611112
33,M,30,M30-34,3.031666667
34,M,30,M30-34,3.038888888
35,M,33,M30-34,3.0375
36,M,24,M18-24,3.036944445
37,M,24,M18-24,3.053888888
38,M,31,M30-34,3.063888888
39,M,28,M25-29,3.065
40,M,34,M30-34,3.066388888
41,M,38,M35-39,3.077222222
42,M,31,M30-34,3.084444445
43,M,45,M45-49,3.085277778
44,M,37,M35-39,3.104166667
45,M,47,M45-49,3.114722222
46,M,49,M45-49,3.125555555
47,M,33,M30-34,3.643611112
48,M,52,M50-54,3.136111112
49,M,39,M35-39,3.138611112
50,M,38,M35-39,3.139444445
51,M,39,M35-39,3.144722222
52,M,34,M30-34,3.139722222
53,M,27,M25-29,3.140277778
54,M,43,M40-44,3.149166667
55,M,29,M25-29,3.156666667
56,M,42,M40-44,3.162777778
57,M,50,M50-54,3.165
58,M,50,M50-54,3.163888888
59,M,31,M30-34,3.173333333
60,M,38,M35-39,3.181111112
61,M,29,M25-29,3.2375
62,F,44,F40-44,3.207777778
63,M,31,M30-34,3.209722222
64,M,32,M30-34,3.211388888
65,M,42,M40-44,3.217222222
66,M,42,M40-44,3.230277778
67,M,42,M40-44,3.234166667
68,M,41,M40-44,3.2475
69,M,41,M40-44,3.243333333
70,F,31,F30-34,3.244444445
71,M,23,M18-24,3.248055555
72,M,42,M40-44,3.253611112
73,M,22,M18-24,3.291666667
74,M,44,M40-44,3.255833333
75,M,23,M18-24,3.258888888
76,M,40,M40-44,3.265277778
77,M,41,M40-44,3.266111112
78,M,33,M30-34,3.266388888
79,M,47,M45-49,3.266944445
80,M,32,M30-34,3.276944445
81,M,35,M35-39,3.282777778
82,M,39,M35-39,3.281111112
83,M,41,M40-44,3.36
84,M,50,M50-54,3.285
85,M,45,M45-49,3.284444445
86,F,28,F25-29,3.290833333
87,M,34,M30-34,3.289166667
88,M,41,M40-44,3.344722222
89,F,31,F30-34,3.3
90,M,34,M30-34,3.307777778
91,M,44,M40-44,3.306666667
92,M,20,M18-24,3.313333333
93,M,39,M35-39,3.318888888
94,M,47,M45-49,3.323611112
95,M,39,M35-39,3.324722222
96,M,30,M30-34,3.330277778
97,M,25,M25-29,3.325277778
98,F,39,F35-39,3.329166667
99,M,46,M45-49,3.326666667
100,M,42,M40-44,3.325277778
101,M,34,M30-34,3.329444445
102,M,46,M45-49,3.3325
103,M,20,M18-24,3.338055555
104,M,49,M45-49,3.3375
105,M,33,M30-34,3.336111112
106,M,32,M30-34,3.337777778
107,M,29,M25-29,3.339444445
108,F,35,F35-39,3.346666667
109,M,44,M40-44,3.341944445
110,M,41,M40-44,3.351944445
111,M,32,M30-34,3.347222222
112,M,37,M35-39,3.352222222
113,M,44,M40-44,3.358888888
114,M,53,M50-54,3.356388888
115,M,45,M45-49,3.360555555
116,M,44,M40-44,3.361388888
117,M,45,M45-49,3.365555555
118,M,27,M25-29,3.368055555
119,M,54,M50-54,3.377222222
120,M,26,M25-29,3.776944445
121,M,28,M25-29,3.382777778
122,M,40,M40-44,3.389722222
123,M,30,M30-34,3.523055555
124,F,43,F40-44,3.3975
125,M,39,M35-39,3.397222222
126,M,35,M35-39,3.878888888
127,M,31,M30-34,3.403611112
128,M,44,M40-44,3.408055555
129,F,43,F40-44,3.404166667
130,M,40,M40-44,3.411944445
131,M,22,M18-24,3.409722222
132,M,28,M25-29,3.413888888
133,M,49,M45-49,3.411111112
134,M,50,M50-54,3.411944445
135,F,34,F30-34,3.415277778
136,M,59,M55-59,3.413333333
137,M,34,M30-34,3.416388888
138,F,38,F35-39,3.413611112
139,M,33,M30-34,3.486944445
140,M,43,M40-44,3.4875
141,M,41,M40-44,3.413888888
142,M,38,M35-39,3.416666667
143,M,35,M35-39,3.421111112
144,F,41,F40-44,3.420555555
145,M,26,M25-29,4.042222222
146,F,23,F18-24,3.426666667
147,M,27,M25-29,3.425833333
148,F,32,F30-34,3.428333333
149,M,59,M55-59,3.429444445
150,M,23,M18-24,3.465833333
151,M,42,M40-44,3.431944445
152,M,37,M35-39,3.439166667
153,M,45,M45-49,3.440277778
154,M,42,M40-44,3.45
155,M,55,M55-59,3.440555555
156,M,30,M30-34,3.439166667
157,M,49,M45-49,3.479722222
158,M,59,M55-59,3.45
159,F,41,F40-44,3.4525
160,M,42,M40-44,3.628055555
161,M,40,M40-44,3.466111112
162,M,27,M25-29,3.546111112
163,M,41,M40-44,3.466666667
164,M,21,M18-24,3.636111112
165,F,36,F35-39,3.474166667
166,M,30,M30-34,3.468611112
167,M,47,M45-49,3.474166667
168,M,39,M35-39,3.543333333
169,M,25,M25-29,3.474166667
170,M,39,M35-39,3.660833333
171,F,51,F50-54,3.486666667
172,M,35,M35-39,3.491388888
173,M,59,M55-59,3.486388888
174,M,25,M25-29,3.484166667
175,F,21,F18-24,3.492222222
176,M,23,M18-24,3.854444445
177,M,34,M30-34,3.485277778
178,F,39,F35-39,3.488888888
179,M,27,M25-29,3.497777778
180,M,52,M50-54,3.496666667
181,M,23,M18-24,3.495
182,F,34,F30-34,3.497222222
183,F,23,F18-24,3.496388888
184,M,52,M50-54,3.506944445
185,M,43,M40-44,3.499722222
186,M,34,M30-34,3.498888888
187,M,47,M45-49,3.5025
188,M,37,M35-39,3.956944445
189,M,40,M40-44,3.505555555
190,F,42,F40-44,3.51
191,M,36,M35-39,3.508611112
192,M,32,M30-34,3.511111112
193,M,36,M35-39,3.580277778
194,M,38,M35-39,3.512222222
195,M,28,M25-29,3.552777778
196,M,40,M40-44,3.515277778
197,M,40,M40-44,3.521111112
198,F,50,F50-54,3.528611112
199,M,49,M45-49,3.526944445
200,M,29,M25-29,3.526666667
201,M,39,M35-39,3.524166667
202,M,30,M30-34,3.714166667
203,M,57,M55-59,3.527222222
204,F,34,F30-34,4.038888888
205,M,27,M25-29,4.145277778
206,M,34,M30-34,3.543611112
207,M,30,M30-34,3.587777778
208,M,25,M25-29,3.541944445
209,M,31,M30-34,3.541944445
210,M,40,M40-44,3.621944445
211,F,46,F45-49,3.550277778
212,M,35,M35-39,3.590277778
213,M,41,M40-44,3.589444445
214,M,33,M30-34,3.601944445
215,M,48,M45-49,3.5575
216,M,38,M35-39,3.561111112
217,M,51,M50-54,3.557777778
218,M,43,M40-44,3.566111112
219,M,32,M30-34,3.563888888
220,M,22,M18-24,3.5675
221,M,29,M25-29,3.569444445
222,M,40,M40-44,3.577222222
223,M,41,M40-44,3.567777778
224,M,41,M40-44,3.573888888
225,M,36,M35-39,3.572777778
226,M,46,M45-49,3.611666667
227,M,38,M35-39,3.581388888
228,F,31,F30-34,3.5775
229,M,36,M35-39,3.581944445
230,M,37,M35-39,4.134444445
231,F,27,F25-29,3.582222222
232,M,48,M45-49,3.583611112
233,M,29,M25-29,3.584444445
234,M,52,M50-54,3.588611112
235,M,43,M40-44,3.584722222
236,M,34,M30-34,3.584166667
237,F,33,F30-34,3.591666667
238,F,40,F40-44,3.605
239,M,30,M30-34,3.602222222
240,M,47,M45-49,3.704444445
241,M,55,M55-59,4.138055555
242,M,36,M35-39,3.608611112
243,F,34,F30-34,3.601944445
244,M,53,M50-54,3.611111112
245,F,45,F45-49,3.61
246,M,47,M45-49,4.043055555
247,F,44,F40-44,3.691388888
248,M,39,M35-39,3.616666667
249,M,29,M25-29,3.622222222
250,F,24,F18-24,3.616111112
251,F,43,F40-44,3.623888888
252,M,38,M35-39,3.7675
253,F,42,F40-44,3.656111112
254,M,28,M25-29,3.623333333
255,M,18,M18-24,4.0375
256,M,38,M35-39,3.669722222
257,M,40,M40-44,3.626111112
258,F,23,F18-24,3.634166667
259,M,30,M30-34,3.6325
260,M,43,M40-44,3.633055555
261,M,51,M50-54,3.635833333
262,M,37,M35-39,3.640555555
263,M,47,M45-49,3.641666667
264,F,31,F30-34,4.101388888
265,F,40,F40-44,3.683888888
266,F,34,F30-34,3.644444445
267,M,42,M40-44,3.647222222
268,M,27,M25-29,3.651111112
269,M,33,M30-34,4.158888888
270,M,38,M35-39,3.653055555
271,M,35,M35-39,3.653888888
272,M,45,M45-49,3.667777778
273,M,22,M18-24,3.661388888
274,M,33,M30-34,4.131111112
275,M,48,M45-49,3.661111112
276,F,25,F25-29,3.671666667
277,F,24,F18-24,3.7375
278,F,30,F30-34,3.670555555
279,M,48,M45-49,3.708333333
280,M,37,M35-39,3.713333333
281,M,32,M30-34,3.718888888
282,M,38,M35-39,3.674722222
283,M,32,M30-34,3.683055555
284,F,44,F40-44,3.678333333
285,F,40,F40-44,3.680555555
286,M,38,M35-39,3.678055555
287,M,38,M35-39,3.679722222
288,M,43,M40-44,3.726666667
289,F,41,F40-44,3.718333333
290,F,37,F35-39,3.683333333
291,M,42,M40-44,3.683333333
292,M,35,M35-39,3.686388888
293,M,36,M35-39,3.725277778
294,M,31,M30-34,3.729444445
295,M,39,M35-39,3.684166667
296,M,48,M45-49,4.146388888
297,F,29,F25-29,3.687222222
298,F,39,F35-39,3.7975
299,M,42,M40-44,3.723888888
300,F,31,F30-34,3.695277778
301,M,35,M35-39,3.730277778
302,M,25,M25-29,3.984444445
303,M,45,M45-49,3.693888888
304,M,45,M45-49,3.695277778
305,M,31,M30-34,3.698611112
306,M,34,M30-34,3.701388888
307,M,36,M35-39,4.02
308,M,27,M25-29,3.764444445
309,M,42,M40-44,3.733333333
310,M,35,M35-39,3.697777778
311,M,39,M35-39,3.739444445
312,M,44,M40-44,3.779722222
313,M,46,M45-49,3.931388888
314,M,30,M30-34,3.709166667
315,M,50,M50-54,3.708333333
316,F,24,F18-24,3.713055555
317,F,44,F40-44,3.756111112
318,M,28,M25-29,3.7125
319,M,38,M35-39,3.751944445
320,M,48,M45-49,4.145555555
321,M,34,M30-34,3.719722222
322,M,37,M35-39,4.1225
323,M,28,M25-29,4.313611112
324,M,36,M35-39,4.271944445
325,M,27,M25-29,3.731666667
326,M,38,M35-39,3.77
327,M,45,M45-49,3.764166667
328,M,39,M35-39,3.771111112
329,F,30,F30-34,3.731111112
330,M,37,M35-39,3.741111112
331,M,28,M25-29,4.158333333
332,F,29,F25-29,4.244166667
333,F,30,F30-34,3.770833333
334,F,25,F25-29,3.744444445
335,F,26,F25-29,3.741666667
336,M,50,M50-54,3.742222222
337,M,36,M35-39,3.779166667
338,F,19,F18-24,3.742777778
339,M,31,M30-34,3.743888888
340,F,39,F35-39,3.741388888
341,M,39,M35-39,4.279166667
342,F,32,F30-34,3.742777778
343,M,51,M50-54,3.784722222
344,M,40,M40-44,4.081388888
345,M,53,M50-54,3.7525
346,M,34,M30-34,3.757777778
347,F,41,F40-44,3.785
348,M,46,M45-49,3.751666667
349,M,52,M50-54,3.750833333
350,F,35,F35-39,3.752777778
351,F,48,F45-49,3.755833333
352,M,36,M35-39,3.757222222
353,M,29,M25-29,3.7575
354,M,31,M30-34,3.763055555
355,M,37,M35-39,4.306111112
356,M,25,M25-29,3.795833333
357,F,29,F25-29,3.786944445
358,M,39,M35-39,3.769444445
359,F,39,F35-39,3.765277778
360,M,41,M40-44,3.799444445
361,M,43,M40-44,3.768055555
362,M,35,M35-39,3.774166667
363,F,26,F25-29,3.845277778
364,M,24,M18-24,3.768333333
365,M,34,M30-34,3.774722222
366,F,30,F30-34,3.776111112
367,M,42,M40-44,3.806666667
368,F,33,F30-34,3.820277778
369,M,54,M50-54,3.778333333
370,M,40,M40-44,3.7825
371,M,23,M18-24,3.778333333
372,M,42,M40-44,3.776388888
373,M,36,M35-39,3.8825
374,M,44,M40-44,3.775833333
375,F,34,F30-34,3.811111112
376,M,31,M30-34,4.181666667
377,M,39,M35-39,3.778055555
378,M,42,M40-44,3.779444445
379,M,39,M35-39,3.782777778
380,M,43,M40-44,3.779722222
381,F,29,F25-29,4.2925
382,M,47,M45-49,3.814722222
383,F,38,F35-39,3.790277778
384,M,64,M60-64,3.785
385,M,18,M18-24,3.818055555
386,M,41,M40-44,3.783611112
387,M,36,M35-39,3.783888888
388,M,47,M45-49,3.784444445
389,M,49,M45-49,3.7825
390,F,32,F30-34,3.786111112
391,M,60,M60-64,3.786944445
392,M,40,M40-44,3.787777778
393,M,49,M45-49,3.788333333
394,F,34,F30-34,3.82
395,M,40,M40-44,3.785
396,M,42,M40-44,3.834166667
397,M,52,M50-54,3.830555555
398,M,42,M40-44,3.795
399,M,41,M40-44,3.787222222
400,F,26,F25-29,3.824722222
401,M,30,M30-34,3.836111112
402,M,28,M25-29,3.899444445
403,M,47,M45-49,3.791944445
404,F,34,F30-34,3.797777778
405,F,30,F30-34,3.796666667
406,M,32,M30-34,3.858611112
407,F,33,F30-34,3.838055555
408,M,33,M30-34,4.366388888
409,M,36,M35-39,3.842777778
410,M,37,M35-39,3.840277778
411,F,31,F30-34,4.229722222
412,M,39,M35-39,3.835
413,M,37,M35-39,3.7975
414,M,40,M40-44,3.800833333
415,M,40,M40-44,3.808333333
416,M,31,M30-34,3.801388888
417,M,28,M25-29,4.128055555
418,M,39,M35-39,4.280833333
419,M,37,M35-39,3.802777778
420,F,35,F35-39,3.806944445
421,M,43,M40-44,3.852777778
422,M,36,M35-39,3.815
423,M,31,M30-34,3.806666667
424,F,22,F18-24,3.813055555
425,F,24,F18-24,3.813611112
426,F,43,F40-44,3.845833333
427,M,55,M55-59,3.8125
428,M,45,M45-49,3.819722222
429,F,30,F30-34,3.983333333
430,F,40,F40-44,3.814722222
431,M,42,M40-44,3.8225
432,M,35,M35-39,3.853888888
433,F,44,F40-44,3.818055555
434,M,22,M18-24,4.2775
435,M,62,M60-64,4.2775
436,M,27,M25-29,4.138333333
437,M,56,M55-59,3.823055555
438,M,29,M25-29,3.821388888
439,M,39,M35-39,4.116944445
440,M,49,M45-49,3.891388888
441,F,41,F40-44,4.281944445
442,M,52,M50-54,3.830555555
443,M,51,M50-54,4.363611112
444,M,51,M50-54,3.828055555
445,M,35,M35-39,3.83
446,F,33,F30-34,3.83
447,M,29,M25-29,3.826388888
448,M,37,M35-39,3.8375
449,F,34,F30-34,4.317222222
450,F,34,F30-34,3.869166667
451,M,43,M40-44,3.834444445
452,M,43,M40-44,3.835
453,M,36,M35-39,3.870555555
454,M,51,M50-54,3.833055555
455,M,29,M25-29,3.8325
456,M,30,M30-34,3.839166667
457,M,36,M35-39,3.835833333
458,M,32,M30-34,3.878333333
459,M,18,M18-24,3.908611112
460,M,50,M50-54,3.908611112
461,M,59,M55-59,3.872777778
462,M,35,M35-39,3.971111112
463,M,26,M25-29,3.839722222
464,F,27,F25-29,3.843611112
465,M,20,M18-24,3.838333333
466,F,46,F45-49,3.875
467,M,31,M30-34,3.847222222
468,F,29,F25-29,3.845
469,M,37,M35-39,4.3275
470,M,38,M35-39,3.848055555
471,M,41,M40-44,3.914722222
472,M,18,M18-24,3.880277778
473,M,42,M40-44,4.434166667
474,M,54,M50-54,3.850555555
475,F,30,F30-34,3.918888888
476,M,28,M25-29,3.918888888
477,M,21,M18-24,3.883055555
478,M,25,M25-29,4.028611112
479,F,25,F25-29,3.889722222
480,M,26,M25-29,3.885
481,F,37,F35-39,3.853055555
482,M,36,M35-39,3.8525
483,M,35,M35-39,4.392777778
484,M,23,M18-24,3.924166667
485,M,27,M25-29,3.851111112
486,F,29,F25-29,3.891666667
487,F,36,F35-39,3.853333333
488,M,33,M30-34,4.022222222
489,F,45,F45-49,3.856944445
490,M,42,M40-44,3.852777778
491,M,39,M35-39,3.8575
492,F,38,F35-39,3.861111112
493,M,41,M40-44,3.900833333
494,M,51,M50-54,4.184166667
495,M,25,M25-29,4.315833333
496,F,30,F30-34,3.898333333
497,F,28,F25-29,3.903888888
498,M,37,M35-39,3.897222222
499,M,25,M25-29,4.188611112
500,M,52,M50-54,3.861944445
501,M,39,M35-39,3.901111112
502,F,38,F35-39,3.900277778
503,F,48,F45-49,3.8675
504,M,40,M40-44,3.870833333
505,F,35,F35-39,3.9025
506,M,47,M45-49,4.343611112
507,M,25,M25-29,3.900833333
508,M,43,M40-44,4.378333333
509,M,31,M30-34,3.937777778
510,M,38,M35-39,3.903888888
511,M,33,M30-34,3.945555555
512,M,39,M35-39,3.906388888
513,M,37,M35-39,3.943333333
514,F,53,F50-54,3.908333333
515,M,29,M25-29,3.88
516,M,45,M45-49,3.8775
517,M,36,M35-39,3.875
518,F,38,F35-39,3.912777778
519,F,39,F35-39,3.924722222
520,M,55,M55-59,3.988611112
521,M,57,M55-59,3.878888888
522,M,38,M35-39,3.916666667
523,F,43,F40-44,3.884166667
524,M,27,M25-29,3.915277778
525,F,36,F35-39,3.88
526,F,53,F50-54,3.883055555
527,M,26,M25-29,3.885555555
528,F,26,F25-29,3.92
529,M,25,M25-29,3.891111112
530,M,46,M45-49,3.885833333
531,M,37,M35-39,3.888888888
532,M,32,M30-34,3.929166667
533,M,41,M40-44,4.428611112
534,M,48,M45-49,3.889722222
535,M,51,M50-54,3.889722222
536,F,46,F45-49,3.930277778
537,M,51,M50-54,4.398888888
538,M,39,M35-39,3.931666667
539,M,48,M45-49,4.446111112
540,F,54,F50-54,4.4025
541,M,39,M35-39,3.939166667
542,M,54,M50-54,3.932222222
543,F,25,F25-29,3.961111112
544,M,40,M40-44,3.939722222
545,M,25,M25-29,3.931666667
546,M,28,M25-29,3.931666667
547,F,64,F60-64,3.896666667
548,M,47,M45-49,3.904444445
549,M,44,M40-44,3.932222222
550,F,24,F18-24,3.976944445
551,M,43,M40-44,4.473888888
552,M,39,M35-39,3.896111112
553,M,28,M25-29,3.899722222
554,M,30,M30-34,3.905277778
555,M,40,M40-44,3.935555555
556,M,48,M45-49,3.938333333
557,M,29,M25-29,3.913888888
558,M,40,M40-44,3.914444445
559,M,34,M30-34,3.904722222
560,M,21,M18-24,3.938611112
561,M,56,M55-59,3.94
562,F,20,F18-24,3.902777778
563,F,39,F35-39,3.941111112
564,F,42,F40-44,3.939444445
565,M,52,M50-54,3.91
566,F,51,F50-54,3.946388888
567,M,36,M35-39,3.914166667
568,M,45,M45-49,3.909444445
569,M,45,M45-49,3.911111112
570,M,26,M25-29,3.915277778
571,M,42,M40-44,3.953333333
572,M,22,M18-24,4.383888888
573,M,55,M55-59,3.916944445
574,M,29,M25-29,4.239444445
575,F,23,F18-24,4.422222222
576,M,27,M25-29,3.919722222
577,F,37,F35-39,4.314166667
578,M,31,M30-34,3.911944445
579,M,35,M35-39,3.9175
580,M,52,M50-54,3.916388888
581,F,32,F30-34,3.959166667
582,M,40,M40-44,4.020555555
583,M,29,M25-29,3.955277778
584,F,38,F35-39,3.950555555
585,M,30,M30-34,4.430833333
586,M,51,M50-54,3.920277778
587,M,41,M40-44,4.426944445
588,M,33,M30-34,3.961388888
589,M,42,M40-44,3.9575
590,M,35,M35-39,4.255555555
591,F,40,F40-44,4.025833333
592,M,23,M18-24,4.434722222
593,F,32,F30-34,3.964444445
594,M,33,M30-34,4.175833333
595,F,35,F35-39,3.988333333
596,M,45,M45-49,4.022222222
597,M,46,M45-49,3.958888888
598,M,59,M55-59,3.923055555
599,F,30,F30-34,3.9925
600,M,39,M35-39,3.923888888
601,M,31,M30-34,4.204722222
602,F,35,F35-39,3.962777778
603,M,48,M45-49,3.925555555
604,F,36,F35-39,4.036111112
605,M,33,M30-34,3.996944445
606,M,28,M25-29,4.104166667
607,M,39,M35-39,3.961666667
608,M,30,M30-34,3.969444445
609,M,38,M35-39,4.508888888
610,M,31,M30-34,3.9975
611,M,28,M25-29,4.506944445
612,M,29,M25-29,3.971666667
613,M,41,M40-44,3.934166667
614,M,33,M30-34,3.974166667
615,M,31,M30-34,3.932222222
616,F,35,F35-39,3.974444445
617,M,46,M45-49,3.9675
618,F,40,F40-44,3.970555555
619,F,33,F30-34,3.975833333
620,M,42,M40-44,3.9675
621,F,30,F30-34,4.44
622,M,53,M50-54,3.976666667
623,M,46,M45-49,3.935555555
624,F,23,F18-24,3.968055555
625,M,24,M18-24,3.936111112
626,M,34,M30-34,3.934722222
627,M,30,M30-34,3.979166667
628,M,32,M30-34,3.979722222
629,M,25,M25-29,3.978888888
630,M,31,M30-34,3.941388888
631,M,47,M45-49,3.9425
632,M,36,M35-39,3.946111112
633,M,42,M40-44,4.051944445
634,M,34,M30-34,3.973611112
635,F,26,F25-29,3.949722222
636,M,30,M30-34,4.518055555
637,M,52,M50-54,4.425
638,M,50,M50-54,3.987222222
639,M,47,M45-49,3.9775
640,M,29,M25-29,3.937777778
641,M,42,M40-44,3.943888888
642,M,51,M50-54,3.946944445
643,F,35,F35-39,4.009444445
644,F,23,F18-24,3.987222222
645,M,27,M25-29,4.527222222
646,F,34,F30-34,4.050833333
647,M,55,M55-59,4.233055555
648,M,38,M35-39,3.994444445
649,F,56,F55-59,3.988888888
650,F,39,F35-39,3.988611112
651,F,27,F25-29,4.092222222
652,M,39,M35-39,3.989166667
653,M,34,M30-34,3.989722222
654,F,47,F45-49,4.025555555
655,M,39,M35-39,4.465277778
656,F,24,F18-24,3.994444445
657,M,33,M30-34,3.954722222
658,F,53,F50-54,3.988888888
659,M,38,M35-39,3.956944445
660,F,33,F30-34,3.956944445
661,M,45,M45-49,3.956111112
662,F,46,F45-49,3.998333333
663,F,39,F35-39,3.994166667
664,M,32,M30-34,3.955277778
665,M,38,M35-39,3.965
666,M,63,M60-64,3.991111112
667,M,56,M55-59,3.963055555
668,M,43,M40-44,3.996666667
669,M,48,M45-49,3.956111112
670,F,53,F50-54,3.995555555
671,F,37,F35-39,4.102222222
672,F,30,F30-34,3.996666667
673,M,60,M60-64,4.027777778
674,F,36,F35-39,3.966666667
675,M,44,M40-44,4.008055555
676,M,43,M40-44,4.005833333
677,M,47,M45-49,4.006666667
678,M,62,M60-64,4.001666667
679,M,44,M40-44,3.962222222
680,F,44,F40-44,3.967777778
681,M,41,M40-44,3.971944445
682,M,38,M35-39,4.011388888
683,M,36,M35-39,4.039166667
684,F,38,F35-39,4.041111112
685,M,41,M40-44,4.038888888
686,M,42,M40-44,4.046388888
687,M,23,M18-24,4.0775
688,M,36,M35-39,3.970555555
689,M,49,M45-49,3.974722222
690,F,38,F35-39,4.0125
691,M,22,M18-24,3.972222222
692,M,60,M60-64,4.045
693,M,43,M40-44,4.016111112
694,M,42,M40-44,4.016111112
695,F,37,F35-39,3.976666667
696,M,26,M25-29,3.979722222
697,M,27,M25-29,4.016388888
698,M,33,M30-34,4.079722222
699,M,44,M40-44,3.976944445
700,F,24,F18-24,4.556388888
701,M,32,M30-34,3.973055555
702,M,47,M45-49,4.520833333
703,F,26,F25-29,4.046111112
704,M,39,M35-39,3.975
705,F,38,F35-39,4.02
706,F,49,F45-49,4.305555555
707,M,37,M35-39,4.260277778
708,M,34,M30-34,3.981388888
709,M,30,M30-34,4.153333333
710,M,20,M18-24,3.976388888
711,M,33,M30-34,4.05
712,M,47,M45-49,4.028055555
713,F,25,F25-29,4.050277778
714,F,50,F50-54,4.024166667
715,M,35,M35-39,3.986388888
716,M,42,M40-44,4.021666667
717,F,39,F35-39,4.023055555
718,F,18,F18-24,3.988888888
719,M,37,M35-39,4.024722222
720,F,40,F40-44,4.054444445
721,M,37,M35-39,4.021111112
722,M,46,M45-49,4.574166667
723,M,44,M40-44,4.030555555
724,M,43,M40-44,3.985555555
725,M,36,M35-39,3.990555555
726,M,42,M40-44,3.988333333
727,M,27,M25-29,3.996111112
728,M,31,M30-34,4.025277778
729,F,53,F50-54,4.446388888
730,M,39,M35-39,4.57
731,F,25,F25-29,4.061944445
732,M,47,M45-49,3.995277778
733,M,32,M30-34,4.028055555
734,M,40,M40-44,4.031111112
735,M,39,M35-39,4.033055555
736,F,39,F35-39,4.030277778
737,M,46,M45-49,3.990555555
738,M,28,M25-29,4.000555555
739,M,54,M50-54,3.992222222
740,F,49,F45-49,3.992777778
741,F,37,F35-39,3.993055555
742,M,45,M45-49,4.32
743,F,50,F50-54,3.994444445
744,M,52,M50-54,4.029444445
745,F,35,F35-39,4.061388888
746,M,29,M25-29,4.066388888
747,M,50,M50-54,4.030833333
748,M,35,M35-39,4.001388888
749,M,38,M35-39,4.514722222
750,M,51,M50-54,4.358055555
751,F,47,F45-49,4.035555555
752,M,30,M30-34,3.997222222
753,F,33,F30-34,4
754,M,41,M40-44,4.131111112
755,M,45,M45-49,3.996388888
756,M,34,M30-34,4.041944445
757,M,36,M35-39,4.001666667
758,F,43,F40-44,4.321666667
759,M,32,M30-34,4.006388888
760,M,42,M40-44,4.0475
761,M,24,M18-24,4.368333333
762,M,38,M35-39,4.045277778
763,M,37,M35-39,4.001388888
764,F,21,F18-24,4.038333333
765,M,32,M30-34,4.5825
766,M,32,M30-34,4.519722222
767,F,30,F30-34,4.519722222
768,M,46,M45-49,4.118055555
769,M,34,M30-34,4.046944445
770,F,42,F40-44,4.0725
771,M,24,M18-24,4.0525
772,M,43,M40-44,4.111666667
773,F,33,F30-34,4.550833333
774,M,45,M45-49,4.05
775,M,41,M40-44,4.302222222
776,M,26,M25-29,4.523055555
777,M,34,M30-34,4.020277778
778,F,54,F50-54,4.057777778
779,M,24,M18-24,4.589722222
780,M,38,M35-39,4.12
781,M,28,M25-29,4.048888888
782,M,36,M35-39,4.053055555
783,F,26,F25-29,4.0225
784,M,53,M50-54,4.053888888
785,M,40,M40-44,4.084444445
786,M,46,M45-49,4.027222222
787,F,28,F25-29,4.435833333
788,M,60,M60-64,4.053055555
789,M,46,M45-49,4.0275
790,M,43,M40-44,4.066388888
791,M,42,M40-44,4.533611112
792,M,43,M40-44,4.065555555
793,M,41,M40-44,4.454444445
794,M,59,M55-59,4.028333333
795,M,39,M35-39,4.018888888
796,F,23,F18-24,4.0675
797,M,30,M30-34,4.414722222
798,M,38,M35-39,4.067777778
799,F,30,F30-34,4.531666667
800,M,29,M25-29,4.056944445
801,M,52,M50-54,4.023888888
802,M,41,M40-44,4.031111112
803,M,40,M40-44,4.065277778
804,M,61,M60-64,4.032777778
805,M,24,M18-24,4.45
806,M,36,M35-39,4.070277778
807,F,28,F25-29,4.5625
808,M,28,M25-29,4.538611112
809,M,25,M25-29,4.458055555
810,F,31,F30-34,4.071666667
811,M,43,M40-44,4.294444445
812,M,37,M35-39,4.404722222
813,M,36,M35-39,4.079722222
814,F,39,F35-39,4.039722222
815,F,25,F25-29,4.145
816,M,31,M30-34,4.398055555
817,M,29,M25-29,4.038611112
818,M,42,M40-44,4.6525
819,M,56,M55-59,4.217777778
820,M,50,M50-54,4.291388888
821,M,68,M65+,4.116388888
822,M,41,M40-44,4.360277778
823,F,33,F30-34,4.041666667
824,F,36,F35-39,4.082777778
825,F,25,F25-29,4.122777778
826,M,28,M25-29,4.043611112
827,F,39,F35-39,4.081944445
828,M,50,M50-54,4.231111112
829,M,41,M40-44,4.050555555
830,F,24,F18-24,4.449722222
831,F,34,F30-34,4.093055555
832,M,46,M45-49,4.5875
