ID,gender,age,group,time
5845,F,61,F60-64,5.950555555
5846,F,33,F30-34,6.128611112
5847,F,41,F40-44,5.990555555
5848,F,31,F30-34,6.098611112
5849,F,38,F35-39,6.113888888
5850,M,36,M35-39,6.07
5851,F,31,F30-34,6.098333333
5852,F,40,F40-44,5.876944445
5853,M,38,M35-39,5.850277778
5854,M,35,M35-39,6.108055555
5855,F,29,F25-29,6.246944445
5856,F,26,F25-29,6.069722222
5857,M,28,M25-29,6.076111112
5858,M,35,M35-39,6.100555555
5859,F,31,F30-34,6.067222222
5860,F,45,F45-49,5.876111112
5861,F,30,F30-34,6.035555555
5862,M,49,M45-49,5.773055555
5863,F,26,F25-29,6.123055555
5864,F,30,F30-34,6.260277778
5865,M,36,M35-39,6.26
5866,F,26,F25-29,5.928055555
5867,M,34,M30-34,5.927777778
5868,F,46,F45-49,5.968333333
5869,F,25,F25-29,5.921666667
5870,M,47,M45-49,5.881388888
5871,F,30,F30-34,5.883611112
5872,M,47,M45-49,5.843611112
5873,F,47,F45-49,6.2225
5874,M,41,M40-44,5.881666667
5875,M,56,M55-59,6.165555555
5876,F,39,F35-39,6.296666667
5877,F,35,F35-39,6.296666667
5878,F,44,F40-44,6.257777778
5879,M,43,M40-44,6.258055555
5880,M,45,M45-49,5.840555555
5881,M,48,M45-49,5.811666667
5882,M,50,M50-54,5.994722222
5883,F,65,F65+,5.711388888
5884,M,40,M40-44,6.11
5885,M,30,M30-34,5.813333333
5886,M,41,M40-44,6.041666667
5887,M,26,M25-29,6.072777778
5888,M,30,M30-34,6.178888888
5889,M,35,M35-39,5.749444445
5890,F,39,F35-39,5.995555555
5891,F,27,F25-29,6.283611112
5892,M,31,M30-34,5.856111112
5893,F,35,F35-39,5.995555555
5894,F,47,F45-49,5.891944445
5895,F,50,F50-54,5.993611112
5896,M,46,M45-49,6.081666667
5897,M,30,M30-34,6.227777778
5898,F,42,F40-44,5.855277778
5899,M,43,M40-44,5.855277778
5900,F,38,F35-39,5.885277778
5901,M,38,M35-39,5.885
5902,F,33,F30-34,6.069444445
5903,M,50,M50-54,5.966944445
5904,M,34,M30-34,6.264444445
5905,F,41,F40-44,6.256666667
5906,M,35,M35-39,5.815277778
5907,M,52,M50-54,5.815277778
5908,F,39,F35-39,6.3
5909,F,48,F45-49,6.114166667
5910,F,52,F50-54,6.081388888
5911,M,57,M55-59,6.040833333
5912,F,32,F30-34,5.788611112
5913,F,45,F45-49,5.7925
5914,F,43,F40-44,6.2
5915,M,60,M60-64,5.763055555
5916,F,53,F50-54,5.9425
5917,M,20,M18-24,6.073888888
5918,M,68,M65+,5.787777778
5919,F,42,F40-44,5.787777778
5920,F,41,F40-44,5.785277778
5921,F,56,F55-59,6.23
5922,F,43,F40-44,5.928888888
5923,M,51,M50-54,5.82
5924,M,53,M50-54,6.147222222
5925,F,29,F25-29,6.273888888
5926,F,38,F35-39,6.12
5927,F,23,F18-24,5.900555555
5928,F,32,F30-34,6.295
5929,F,54,F50-54,5.901944445
5930,M,45,M45-49,5.786666667
5931,M,28,M25-29,6.266388888
5932,F,48,F45-49,5.853888888
5933,F,49,F45-49,5.8625
5934,F,33,F30-34,5.940277778
5935,F,34,F30-34,6.147222222
5936,F,36,F35-39,5.975555555
5937,M,47,M45-49,6.089444445
5938,F,29,F25-29,6.275833333
5939,M,38,M35-39,5.947222222
5940,M,45,M45-49,5.79
5941,M,65,M65+,6.050555555
5942,F,48,F45-49,5.801944445
5943,F,46,F45-49,6.079444445
5944,M,21,M18-24,6.3
5945,M,52,M50-54,5.908611112
5946,M,53,M50-54,5.833888888
5947,M,25,M25-29,6.301666667
5948,M,22,M18-24,6.091111112
5949,F,46,F45-49,5.893888888
5950,M,23,M18-24,5.980833333
5951,M,28,M25-29,6.091944445
5952,F,54,F50-54,5.894722222
5953,F,36,F35-39,5.899722222
5954,M,42,M40-44,6.263888888
5955,M,23,M18-24,5.981111112
5956,M,22,M18-24,5.901666667
5957,M,61,M60-64,5.902777778
5958,M,41,M40-44,5.975277778
5959,M,45,M45-49,5.793055555
5960,F,55,F55-59,5.981666667
5961,F,56,F55-59,5.865
5962,M,57,M55-59,5.865
5963,F,31,F30-34,5.898611112
5964,F,29,F25-29,5.940833333
5965,M,50,M50-54,5.987777778
5966,M,32,M30-34,5.9425
5967,M,44,M40-44,5.978611112
5968,F,40,F40-44,5.983611112
5969,M,62,M60-64,6.049166667
5970,M,46,M45-49,6.313055555
5971,M,45,M45-49,5.862777778
5972,F,51,F50-54,6.093611112
5973,M,44,M40-44,5.838055555
5974,F,52,F50-54,6.270555555
5975,M,46,M45-49,6.092222222
5976,M,40,M40-44,6.157222222
5977,F,32,F30-34,6.087777778
5978,F,50,F50-54,6.275
5979,F,26,F25-29,6.025
5980,M,48,M45-49,5.835833333
5981,F,46,F45-49,5.910277778
5982,M,29,M25-29,6.091388888
5983,M,20,M18-24,6.150555555
5984,M,28,M25-29,6.138888888
5985,F,40,F40-44,6.325555555
5986,M,52,M50-54,5.948055555
5987,F,50,F50-54,5.948055555
5988,M,62,M60-64,6.089166667
5989,M,45,M45-49,5.946111112
5990,M,34,M30-34,6.152222222
5991,M,31,M30-34,6.315277778
5992,M,37,M35-39,6.152777778
5993,M,56,M55-59,6.222222222
5994,F,39,F35-39,5.903611112
5995,M,41,M40-44,5.903888888
5996,M,53,M50-54,5.988611112
5997,F,22,F18-24,5.988611112
5998,M,50,M50-54,5.903888888
5999,M,70,M65+,5.805277778
6000,F,50,F50-54,5.806111112
6001,M,38,M35-39,5.905833333
6002,F,39,F35-39,5.811111112
6003,F,45,F45-49,5.810833333
6004,M,49,M45-49,5.840277778
6005,F,61,F60-64,5.881111112
6006,M,53,M50-54,5.998611112
6007,M,58,M55-59,6.105277778
6008,F,50,F50-54,6.0725
6009,M,75,M65+,5.965277778
6010,F,22,F18-24,6.074166667
6011,F,58,F55-59,6.105833333
6012,F,59,F55-59,5.963333333
6013,M,28,M25-29,5.874166667
6014,M,41,M40-44,6.320555555
6015,M,50,M50-54,5.845277778
6016,F,38,F35-39,5.968611112
6017,M,38,M35-39,6.155277778
6018,F,40,F40-44,5.880555555
6019,F,23,F18-24,5.959444445
6020,F,26,F25-29,5.959444445
6021,M,50,M50-54,5.916944445
6022,M,29,M25-29,5.849722222
6023,F,32,F30-34,6.074444445
6024,M,61,M60-64,6.289722222
6025,M,69,M65+,5.755277778
6026,F,48,F45-49,6.109444445
6027,M,52,M50-54,5.891388888
6028,F,20,F18-24,6.258888888
6029,F,33,F30-34,6.319166667
6030,M,34,M30-34,5.915555555
6031,F,36,F35-39,6.039722222
6032,F,28,F25-29,6.328888888
6033,F,30,F30-34,5.925833333
6034,F,61,F60-64,6.263055555
6035,M,73,M65+,6.218888888
6036,F,24,F18-24,5.817222222
6037,F,59,F55-59,6.003888888
6038,M,56,M55-59,6.003888888
6039,M,19,M18-24,5.927777778
6040,M,46,M45-49,5.924722222
6041,F,45,F45-49,5.925
6042,F,31,F30-34,6.1825
6043,M,25,M25-29,5.931944445
6044,M,41,M40-44,5.919166667
6045,F,39,F35-39,5.919166667
6046,F,33,F30-34,5.791944445
6047,M,28,M25-29,6.258055555
6048,M,27,M25-29,5.969166667
6049,F,56,F55-59,5.934444445
6050,M,39,M35-39,5.8225
6051,F,48,F45-49,5.975277778
6052,F,45,F45-49,6.176666667
6053,M,52,M50-54,5.830833333
6054,M,41,M40-44,6.366666667
6055,M,64,M60-64,5.9775
6056,F,27,F25-29,6.145555555
6057,F,26,F25-29,6.086111112
6058,F,37,F35-39,5.89
6059,M,28,M25-29,5.862777778
6060,F,31,F30-34,6.004444445
6061,F,23,F18-24,6.084444445
6062,M,45,M45-49,6.333888888
6063,M,20,M18-24,6.036944445
6064,M,52,M50-54,6.238888888
6065,F,45,F45-49,5.789722222
6066,F,49,F45-49,6.33
6067,M,45,M45-49,6.268888888
6068,M,41,M40-44,5.902222222
6069,F,49,F45-49,6.33
6070,F,29,F25-29,6.310555555
6071,M,24,M18-24,6.046666667
6072,F,46,F45-49,6.051111112
6073,F,35,F35-39,6.273611112
6074,F,24,F18-24,6.046666667
6075,F,32,F30-34,6.273888888
6076,M,50,M50-54,5.940555555
6077,M,24,M18-24,6.185277778
6078,M,30,M30-34,6.082777778
6079,M,31,M30-34,5.985555555
6080,F,29,F25-29,5.985555555
6081,M,53,M50-54,6.129722222
6082,M,42,M40-44,6.013055555
6083,M,47,M45-49,5.805555555
6084,M,57,M55-59,6.088611112
6085,M,39,M35-39,6.272222222
6086,M,23,M18-24,6.346111112
6087,M,49,M45-49,5.937222222
6088,F,54,F50-54,6.016666667
6089,M,38,M35-39,6.020555555
6090,M,36,M35-39,5.943333333
6091,M,74,M65+,5.778333333
6092,F,66,F65+,5.778611112
6093,M,40,M40-44,5.806944445
6094,M,26,M25-29,5.875833333
6095,M,35,M35-39,6.165555555
6096,F,35,F35-39,5.988888888
6097,F,24,F18-24,6.352777778
6098,M,54,M50-54,5.840833333
6099,M,52,M50-54,5.989722222
6100,F,35,F35-39,5.949722222
6101,F,26,F25-29,5.980555555
6102,F,49,F45-49,5.933611112
6103,M,40,M40-44,6.237222222
6104,F,51,F50-54,5.980555555
6105,M,52,M50-54,6.086666667
6106,F,38,F35-39,6.160833333
6107,F,35,F35-39,6.120833333
6108,M,42,M40-44,6.121111112
6109,F,39,F35-39,5.981111112
6110,F,43,F40-44,5.763611112
6111,M,32,M30-34,6.024444445
6112,M,57,M55-59,6.283055555
6113,M,63,M60-64,5.902222222
6114,M,27,M25-29,6.197222222
6115,F,29,F25-29,6.283333333
6116,F,48,F45-49,5.987777778
6117,F,48,F45-49,5.935277778
6118,M,48,M45-49,5.935277778
6119,F,36,F35-39,5.901666667
6120,M,31,M30-34,6.197222222
6121,F,27,F25-29,5.901388888
6122,F,42,F40-44,5.941944445
6123,F,26,F25-29,6.182777778
6124,F,27,F25-29,6.182777778
6125,F,36,F35-39,6.165
6126,M,56,M55-59,5.871111112
6127,M,50,M50-54,6.233888888
6128,F,41,F40-44,5.913055555
6129,M,58,M55-59,5.840555555
6130,M,60,M60-64,5.780833333
6131,M,24,M18-24,6.347777778
6132,F,23,F18-24,5.995833333
6133,M,63,M60-64,5.992777778
6134,F,47,F45-49,6.345
6135,M,45,M45-49,5.956388888
6136,F,30,F30-34,5.942222222
6137,M,57,M55-59,6.000833333
6138,F,56,F55-59,5.875555555
6139,F,45,F45-49,5.918888888
6140,F,22,F18-24,6.000833333
6141,F,43,F40-44,5.918888888
6142,M,31,M30-34,5.874722222
6143,M,58,M55-59,5.875833333
6144,M,39,M35-39,6.035277778
6145,F,21,F18-24,6.1475
6146,F,21,F18-24,6.1475
6147,M,59,M55-59,6.257222222
6148,M,21,M18-24,6.251944445
6149,F,30,F30-34,6.257222222
6150,M,45,M45-49,5.88
6151,F,45,F45-49,5.996944445
6152,M,39,M35-39,6.103055555
6153,M,57,M55-59,6.146944445
6154,M,36,M35-39,5.775
6155,M,47,M45-49,6.194722222
6156,F,31,F30-34,6.1925
6157,F,47,F45-49,6.194722222
6158,M,35,M35-39,6.071666667
6159,F,35,F35-39,6.071666667
6160,F,59,F55-59,6.255833333
6161,M,26,M25-29,6.368611112
6162,F,44,F40-44,6.255277778
6163,M,45,M45-49,6.073611112
6164,F,38,F35-39,6.1025
6165,M,30,M30-34,6.101111112
6166,M,34,M30-34,6.334722222
6167,M,33,M30-34,6.101111112
6168,F,25,F25-29,6.037777778
6169,F,44,F40-44,6.18
6170,F,53,F50-54,6.041388888
6171,M,45,M45-49,5.783888888
6172,M,43,M40-44,5.995277778
6173,F,24,F18-24,6.190277778
6174,F,36,F35-39,6.328055555
6175,M,38,M35-39,6.3325
6176,M,50,M50-54,6.031666667
6177,F,52,F50-54,5.916111112
6178,M,35,M35-39,5.961944445
6179,F,31,F30-34,6.155833333
6180,M,20,M18-24,5.920833333
6181,M,45,M45-49,5.920833333
6182,M,34,M30-34,5.887222222
6183,F,65,F65+,5.996666667
6184,F,35,F35-39,6.042222222
6185,F,40,F40-44,5.995555555
6186,F,39,F35-39,5.890555555
6187,F,42,F40-44,5.995833333
6188,F,54,F50-54,6.293888888
6189,F,38,F35-39,5.931388888
6190,M,34,M30-34,5.973055555
6191,F,40,F40-44,6.180555555
6192,F,27,F25-29,5.959166667
6193,M,56,M55-59,6.035555555
6194,M,45,M45-49,6.3725
6195,F,35,F35-39,6.16
6196,F,36,F35-39,6.246944445
6197,M,40,M40-44,6.160277778
6198,M,32,M30-34,6.367222222
6199,M,62,M60-64,5.955
6200,F,36,F35-39,6.379444445
6201,M,32,M30-34,6.379444445
6202,F,38,F35-39,6.035833333
6203,M,25,M25-29,6.085555555
6204,F,30,F30-34,6.340555555
6205,F,25,F25-29,6.33
6206,F,25,F25-29,6.330277778
6207,M,38,M35-39,6.362222222
6208,F,28,F25-29,6.401666667
6209,F,34,F30-34,5.859166667
6210,F,33,F30-34,6.205277778
6211,M,26,M25-29,5.868055555
6212,M,26,M25-29,6.157222222
6213,M,48,M45-49,6.041111112
6214,M,45,M45-49,5.899444445
6215,M,50,M50-54,6.041388888
6216,M,29,M25-29,6.403611112
6217,F,23,F18-24,6.371388888
6218,F,61,F60-64,6.331944445
6219,F,39,F35-39,6.196388888
6220,F,37,F35-39,6.226666667
6221,F,45,F45-49,5.9325
6222,M,39,M35-39,5.8925
6223,F,34,F30-34,5.965277778
6224,M,44,M40-44,5.963611112
6225,F,35,F35-39,5.959722222
6226,F,42,F40-44,6.211944445
6227,F,23,F18-24,5.961388888
6228,F,32,F30-34,6.266666667
6229,M,65,M65+,6.211944445
6230,F,57,F55-59,5.862777778
6231,M,59,M55-59,5.862777778
6232,F,27,F25-29,5.862777778
6233,M,59,M55-59,5.862777778
6234,M,26,M25-29,5.8625
6235,F,61,F60-64,5.862777778
6236,F,52,F50-54,5.862777778
6237,F,32,F30-34,5.933611112
6238,F,45,F45-49,5.924722222
6239,F,34,F30-34,6.189166667
6240,F,35,F35-39,5.936944445
6241,F,37,F35-39,5.936944445
6242,F,20,F18-24,6.385555555
6243,F,58,F55-59,5.935833333
6244,M,61,M60-64,6.384166667
6245,F,47,F45-49,6.159166667
6246,F,33,F30-34,5.936666667
6247,F,49,F45-49,6.205277778
6248,M,39,M35-39,6.346111112
6249,F,42,F40-44,5.935833333
6250,F,42,F40-44,5.936111112
6251,F,41,F40-44,5.980277778
6252,F,54,F50-54,6.043888888
6253,F,27,F25-29,6.043888888
6254,F,33,F30-34,6.339444445
6255,M,28,M25-29,6.339166667
6256,F,23,F18-24,6.123611112
6257,F,23,F18-24,6.376944445
6258,M,44,M40-44,5.846666667
6259,M,30,M30-34,6.377222222
6260,F,48,F45-49,5.932222222
6261,F,50,F50-54,6.009722222
6262,M,52,M50-54,6.374166667
6263,M,22,M18-24,6.163611112
6264,F,45,F45-49,6.373888888
6265,F,42,F40-44,6.262222222
6266,M,31,M30-34,5.934722222
6267,F,33,F30-34,6.163611112
6268,M,62,M60-64,6.163611112
6269,F,34,F30-34,5.935
6270,F,30,F30-34,6.163611112
6271,F,49,F45-49,6.373611112
6272,M,37,M35-39,5.906944445
6273,F,65,F65+,5.808611112
6274,M,68,M65+,6.084722222
6275,F,58,F55-59,5.975833333
6276,M,45,M45-49,6.156388888
6277,F,24,F18-24,5.975833333
6278,F,53,F50-54,6.055277778
6279,M,40,M40-44,6.053055555
6280,F,21,F18-24,6.051111112
6281,M,44,M40-44,6.053055555
6282,F,47,F45-49,5.981111112
6283,M,21,M18-24,5.981111112
6284,M,52,M50-54,5.974166667
6285,F,27,F25-29,6.267222222
6286,M,38,M35-39,5.849166667
6287,M,40,M40-44,6.093333333
6288,F,40,F40-44,6.281388888
6289,M,37,M35-39,5.878611112
6290,F,33,F30-34,5.878611112
6291,F,45,F45-49,5.881388888
6292,M,40,M40-44,5.9875
6293,M,54,M50-54,5.881666667
6294,M,44,M40-44,5.950555555
6295,F,51,F50-54,5.950555555
6296,F,47,F45-49,5.936666667
6297,M,51,M50-54,6.213055555
6298,M,40,M40-44,5.880833333
6299,M,67,M65+,5.919444445
6300,M,56,M55-59,5.9825
6301,F,30,F30-34,6.415277778
6302,F,39,F35-39,5.9775
6303,F,35,F35-39,6.165555555
6304,M,44,M40-44,5.977222222
6305,M,64,M60-64,6.419444445
6306,F,29,F25-29,6.140277778
6307,F,60,F60-64,5.983888888
6308,F,24,F18-24,6.211388888
6309,F,26,F25-29,6.174166667
6310,F,50,F50-54,6.021944445
6311,M,53,M50-54,6.060833333
6312,M,55,M55-59,5.943611112
6313,M,44,M40-44,5.951666667
6314,F,44,F40-44,5.951666667
6315,M,27,M25-29,5.979444445
6316,M,29,M25-29,6.171388888
6317,M,28,M25-29,6.362222222
6318,F,48,F45-49,6.229166667
6319,F,44,F40-44,6.229166667
6320,F,43,F40-44,6.364166667
6321,M,50,M50-54,6.364166667
6322,M,32,M30-34,6.354722222
6323,M,67,M65+,5.854166667
6324,F,43,F40-44,6.058888888
6325,F,29,F25-29,6.395277778
6326,M,24,M18-24,6.213888888
6327,M,22,M18-24,6.350277778
6328,F,37,F35-39,6.166666667
6329,F,29,F25-29,6.232222222
6330,F,43,F40-44,6.285277778
6331,F,29,F25-29,5.988055555
6332,M,40,M40-44,5.888055555
6333,M,63,M60-64,5.988888888
6334,M,39,M35-39,6.032777778
6335,F,27,F25-29,6.270833333
6336,F,35,F35-39,6.242777778
6337,M,22,M18-24,5.892777778
6338,F,39,F35-39,6.276388888
6339,F,32,F30-34,5.953888888
6340,F,38,F35-39,6.033333333
6341,F,37,F35-39,6.411388888
6342,F,39,F35-39,6.411666667
6343,F,26,F25-29,6.280277778
6344,F,29,F25-29,5.923611112
6345,F,38,F35-39,5.921944445
6346,M,67,M65+,6.250277778
6347,F,47,F45-49,6.331944445
6348,M,26,M25-29,6.369722222
6349,M,23,M18-24,5.865833333
6350,F,24,F18-24,5.865833333
6351,M,40,M40-44,6.040833333
6352,F,58,F55-59,5.822777778
6353,F,57,F55-59,6.110555555
6354,F,46,F45-49,6.223611112
6355,M,34,M30-34,6.083888888
6356,M,36,M35-39,6.116111112
6357,F,26,F25-29,6.110555555
6358,M,42,M40-44,6.116111112
6359,M,52,M50-54,6
6360,F,36,F35-39,5.963055555
6361,F,23,F18-24,6.23
6362,F,42,F40-44,6.431666667
6363,M,42,M40-44,6.431666667
6364,F,45,F45-49,6.106388888
6365,M,44,M40-44,6.283055555
6366,F,29,F25-29,6.306944445
6367,M,29,M25-29,6.330833333
6368,M,39,M35-39,6.306944445
6369,F,33,F30-34,6.306944445
6370,F,29,F25-29,5.990555555
6371,M,43,M40-44,6.2975
6372,F,33,F30-34,6.186111112
6373,M,34,M30-34,6.186111112
6374,M,44,M40-44,6.119166667
6375,F,43,F40-44,6.222777778
6376,M,45,M45-49,6.3725
6377,F,50,F50-54,5.898055555
6378,F,52,F50-54,6.088055555
6379,F,46,F45-49,6.043055555
6380,F,60,F60-64,5.965277778
6381,F,28,F25-29,6.046944445
6382,F,48,F45-49,6.088055555
6383,F,41,F40-44,6.043333333
6384,F,31,F30-34,6.183888888
6385,M,51,M50-54,5.929166667
6386,M,52,M50-54,6.363611112
6387,F,51,F50-54,5.905
6388,F,48,F45-49,5.905277778
6389,M,56,M55-59,5.961111112
6390,F,59,F55-59,5.905277778
6391,F,39,F35-39,5.961388888
6392,M,48,M45-49,5.970833333
6393,F,48,F45-49,5.905555555
6394,F,23,F18-24,6.084166667
6395,F,49,F45-49,6.306388888
6396,M,45,M45-49,6.09
6397,F,31,F30-34,6.055277778
6398,F,28,F25-29,6.045555555
6399,M,39,M35-39,6.242777778
6400,M,41,M40-44,6.149444445
6401,F,39,F35-39,5.969722222
6402,F,59,F55-59,6.229444445
6403,F,44,F40-44,6.010277778
6404,M,60,M60-64,6.229444445
6405,M,41,M40-44,5.936666667
6406,M,20,M18-24,6.191111112
6407,M,52,M50-54,6.228888888
6408,M,55,M55-59,6.420555555
6409,M,45,M45-49,6.424444445
6410,F,28,F25-29,6.370833333
6411,M,46,M45-49,6.091666667
6412,F,42,F40-44,6.086111112
6413,M,53,M50-54,6.089166667
6414,F,36,F35-39,6.095833333
6415,M,53,M50-54,6.095555555
6416,M,31,M30-34,6.244166667
6417,F,32,F30-34,6.169444445
6418,M,51,M50-54,5.938611112
6419,M,33,M30-34,6.014166667
6420,F,28,F25-29,6.158333333
6421,F,34,F30-34,5.976111112
6422,F,30,F30-34,6.0575
6423,F,42,F40-44,5.903611112
6424,F,40,F40-44,5.904166667
6425,M,46,M45-49,5.980555555
6426,F,40,F40-44,6.093055555
6427,F,42,F40-44,6.064166667
6428,F,20,F18-24,6.062777778
6429,M,29,M25-29,6.388611112
6430,F,39,F35-39,6.417777778
6431,M,43,M40-44,5.980277778
6432,F,66,F65+,6.091666667
6433,F,45,F45-49,6.417777778
6434,F,32,F30-34,6.0925
6435,F,40,F40-44,6.021666667
6436,F,30,F30-34,6.450555555
6437,M,45,M45-49,6.250833333
6438,F,29,F25-29,6.3125
6439,M,30,M30-34,6.312777778
6440,M,35,M35-39,6.201666667
6441,F,26,F25-29,6.391944445
6442,M,32,M30-34,6.235555555
6443,F,24,F18-24,6.205555555
6444,M,47,M45-49,6.091388888
6445,F,50,F50-54,6.091666667
6446,F,25,F25-29,6.018055555
6447,F,49,F45-49,5.910555555
6448,M,54,M50-54,5.951111112
6449,F,54,F50-54,6.089722222
6450,M,57,M55-59,6.020555555
6451,F,22,F18-24,6.020555555
6452,F,24,F18-24,6.070555555
6453,M,37,M35-39,5.958611112
6454,F,45,F45-49,6.064444445
6455,M,29,M25-29,6.328888888
6456,F,51,F50-54,6.325
6457,F,37,F35-39,6.393611112
6458,M,34,M30-34,6.271666667
6459,F,28,F25-29,6.165
6460,M,31,M30-34,6.165
6461,F,30,F30-34,6.360833333
6462,M,31,M30-34,6.361111112
6463,M,49,M45-49,6.073333333
6464,F,26,F25-29,6.361388888
6465,M,43,M40-44,6.059722222
6466,M,51,M50-54,6.098055555
6467,F,28,F25-29,6.183888888
6468,M,56,M55-59,5.894444445
6469,F,32,F30-34,6.213055555
6470,M,46,M45-49,6.243888888
6471,M,46,M45-49,5.958888888
6472,F,40,F40-44,5.959166667
6473,M,35,M35-39,6.326388888
6474,F,39,F35-39,6.021666667
6475,F,28,F25-29,6.169444445
6476,F,42,F40-44,6.098888888
6477,F,23,F18-24,6.1
6478,F,49,F45-49,6.100277778
6479,M,45,M45-49,5.885555555
6480,M,62,M60-64,5.965555555
6481,F,42,F40-44,6.025833333
6482,M,30,M30-34,6.024166667
6483,F,53,F50-54,6.223333333
6484,M,30,M30-34,5.986111112
6485,M,40,M40-44,6.3975
6486,F,27,F25-29,6.148611112
6487,F,29,F25-29,6.077222222
6488,M,61,M60-64,6.366111112
6489,M,31,M30-34,6.248611112
6490,F,49,F45-49,6.273333333
6491,F,41,F40-44,5.998055555
6492,F,20,F18-24,6.4
6493,F,34,F30-34,6.214444445
6494,F,45,F45-49,6.428333333
6495,M,46,M45-49,5.998055555
6496,F,43,F40-44,5.998055555
6497,M,51,M50-54,6.400277778
6498,M,44,M40-44,5.902777778
6499,M,38,M35-39,5.893333333
6500,M,22,M18-24,6.000833333
6501,F,50,F50-54,6.076666667
6502,M,52,M50-54,6.076388888
6503,M,46,M45-49,5.935277778
6504,F,26,F25-29,5.935555555
6505,M,30,M30-34,5.935833333
6506,F,49,F45-49,6.180555555
6507,F,28,F25-29,6.316111112
6508,M,53,M50-54,6.186666667
6509,F,29,F25-29,6.316388888
6510,F,29,F25-29,5.995
6511,M,46,M45-49,6.259444445
6512,F,22,F18-24,6.224166667
6513,F,38,F35-39,6.151666667
6514,M,40,M40-44,6.151666667
6515,M,50,M50-54,5.992222222
6516,F,38,F35-39,6.030555555
6517,F,37,F35-39,6.073333333
6518,F,39,F35-39,6.150277778
6519,M,49,M45-49,6.074722222
6520,M,42,M40-44,6.558888888
6521,M,47,M45-49,5.942222222
6522,F,30,F30-34,6.398333333
6523,M,61,M60-64,6.318055555
6524,F,40,F40-44,6.472777778
6525,M,40,M40-44,6.473055555
6526,M,51,M50-54,6.341944445
6527,M,29,M25-29,6.398333333
6528,M,30,M30-34,6.036111112
6529,F,36,F35-39,6.233611112
6530,M,43,M40-44,6.442777778
6531,F,29,F25-29,6.1575
6532,M,52,M50-54,6.436944445
6533,F,25,F25-29,6.221666667
6534,M,37,M35-39,6.001944445
6535,M,55,M55-59,6.404722222
6536,M,57,M55-59,5.973611112
6537,F,63,F60-64,6.264166667
6538,M,41,M40-44,6.276388888
6539,F,55,F55-59,6.415555555
6540,F,32,F30-34,6.121388888
6541,M,54,M50-54,6.035
6542,M,47,M45-49,6.124444445
6543,F,30,F30-34,6.221666667
6544,F,37,F35-39,6.036111112
6545,F,34,F30-34,6.036111112
6546,M,28,M25-29,6.221666667
6547,F,30,F30-34,5.904444445
6548,F,31,F30-34,6.012222222
6549,M,41,M40-44,6.2975
6550,F,25,F25-29,6.086666667
6551,M,28,M25-29,6.035277778
6552,F,49,F45-49,6.004722222
6553,M,51,M50-54,6.005
6554,M,39,M35-39,6.121944445
6555,M,44,M40-44,5.936111112
6556,F,27,F25-29,6.405555555
6557,M,34,M30-34,6.27
6558,F,48,F45-49,6.231944445
6559,M,32,M30-34,6.122777778
6560,F,34,F30-34,6.264444445
6561,F,27,F25-29,6.447222222
6562,M,42,M40-44,6.010833333
6563,F,29,F25-29,6.270555555
6564,F,47,F45-49,6.303333333
6565,F,26,F25-29,6.050833333
6566,F,21,F18-24,5.939444445
6567,M,52,M50-54,5.880555555
6568,M,34,M30-34,6.014722222
6569,F,31,F30-34,6.014722222
6570,F,39,F35-39,6.095277778
6571,M,27,M25-29,5.915
6572,M,52,M50-54,6.045555555
6573,M,30,M30-34,6.131666667
6574,F,47,F45-49,6.011111112
6575,M,40,M40-44,6.390555555
6576,F,29,F25-29,6.089166667
6577,M,51,M50-54,6.055277778
6578,F,42,F40-44,6.385833333
6579,F,40,F40-44,6.424166667
6580,M,44,M40-44,6.048611112
6581,F,48,F45-49,6.048611112
6582,F,33,F30-34,6.121388888
6583,M,37,M35-39,6.205833333
6584,F,59,F55-59,6.276111112
6585,F,42,F40-44,6.052777778
6586,M,61,M60-64,6.348888888
6587,F,31,F30-34,6.348888888
6588,M,70,M65+,6.28
6589,M,52,M50-54,5.948888888
6590,M,45,M45-49,6.008333333
6591,F,28,F25-29,6.229444445
6592,F,34,F30-34,6.360833333
6593,M,44,M40-44,6.008611112
6594,M,49,M45-49,6.360833333
6595,M,35,M35-39,6.021944445
6596,M,50,M50-54,6.415
6597,M,29,M25-29,6.279444445
6598,M,30,M30-34,6.279166667
6599,F,24,F18-24,6.309444445
6600,F,55,F55-59,6.091388888
6601,M,33,M30-34,6.279444445
6602,M,55,M55-59,6.453333333
6603,M,38,M35-39,6.340555555
6604,M,40,M40-44,5.955833333
6605,M,60,M60-64,6.065277778
6606,F,64,F60-64,6.397777778
6607,F,28,F25-29,5.949444445
6608,M,47,M45-49,6.062222222
6609,F,51,F50-54,6.336666667
6610,M,51,M50-54,6.2025
6611,M,49,M45-49,6.062222222
6612,F,30,F30-34,6.02
6613,M,38,M35-39,6.284722222
6614,M,40,M40-44,6.284444445
6615,F,56,F55-59,6.200555555
6616,F,38,F35-39,6.398611112
6617,M,44,M40-44,6.344444445
6618,M,34,M30-34,6.361666667
6619,F,28,F25-29,6.361666667
6620,M,66,M65+,5.895555555
6621,F,46,F45-49,6.254444445
6622,M,52,M50-54,6.0225
6623,F,55,F55-59,5.960555555
6624,F,37,F35-39,6.2925
6625,F,22,F18-24,6.461111112
6626,M,51,M50-54,6.316666667
6627,F,22,F18-24,6.344722222
6628,F,30,F30-34,6.245277778
6629,F,49,F45-49,6.395833333
